batch_averaged_test/ce,epoch,step,train_loss
,0,49,1645.62890625
,1,99,1057.1544189453125
,1,149,944.43408203125
,2,199,436.3856506347656
,2,249,260.07379150390625
,3,299,254.83120727539062
,4,349,169.7499542236328
,4,399,177.72848510742188
,5,449,82.20454406738281
,5,499,83.84612274169922
,6,549,60.0662841796875
,7,599,32.7948112487793
,7,649,51.66318893432617
,8,699,64.6002197265625
,8,749,19.793228149414062
,9,799,15.578094482421875
,10,849,33.36479949951172
,10,899,26.868595123291016
,11,949,24.942182540893555
,11,999,22.05841064453125
,12,1049,12.339256286621094
,13,1099,9.226409912109375
,13,1149,6.571994781494141
,14,1199,9.25450325012207
,14,1249,71.80935668945312
,15,1299,15.601642608642578
,16,1349,23.130828857421875
,16,1399,12.752275466918945
,17,1449,34.618690490722656
,17,1499,7.380788803100586
,18,1549,4.43794059753418
,19,1599,3.863917827606201
,19,1649,38.6190185546875
,20,1699,0.5495223999023438
,20,1749,17.02834701538086
,21,1799,1.7056243419647217
,22,1849,77.90142822265625
,22,1899,3.08302640914917
,23,1949,4.240176677703857
,23,1999,31.990285873413086
,24,2049,1.1744444370269775
,24,2099,0.3528110384941101
,25,2149,1.1024982929229736
,26,2199,0.7677600383758545
,26,2249,1.4677081108093262
,27,2299,0.6202892661094666
,27,2349,1.4886467456817627
,28,2399,0.5980391502380371
,29,2449,0.40134745836257935
,29,2499,0.8556326627731323
,30,2549,0.3522741198539734
,30,2599,0.290624737739563
,31,2649,0.2844330370426178
,32,2699,0.24111706018447876
,32,2749,0.43100038170814514
,33,2799,0.34887129068374634
,33,2849,0.2074592560529709
,34,2899,0.25000816583633423
,35,2949,0.47320783138275146
,35,2999,0.20381014049053192
,36,3049,0.22994086146354675
,36,3099,0.17198893427848816
,37,3149,0.18395006656646729
,38,3199,0.20296832919120789
,38,3249,0.3283669948577881
,39,3299,0.17834049463272095
,39,3349,0.4131408631801605
,40,3399,0.19908659160137177
,41,3449,0.2834451198577881
,41,3499,0.24499748647212982
,42,3549,0.4195132553577423
,42,3599,0.3700805902481079
,43,3649,0.20215599238872528
,44,3699,0.29917559027671814
,44,3749,0.2393237203359604
,45,3799,0.08187665045261383
,45,3849,0.354966938495636
,46,3899,0.18467922508716583
,47,3949,0.2347942292690277
,47,3999,0.30207759141921997
,48,4049,0.14590707421302795
,48,4099,0.39632725715637207
,49,4149,0.14813677966594696
,49,4199,0.044797614216804504
,50,4249,0.16924791038036346
,51,4299,0.11221936345100403
,51,4349,0.2817419469356537
,52,4399,0.12132827937602997
,52,4449,0.1557738035917282
,53,4499,0.11501099169254303
,54,4549,0.08066979050636292
,54,4599,0.15215422213077545
,55,4649,0.1008697897195816
,55,4699,0.08738841116428375
,56,4749,0.09848198294639587
,57,4799,0.07360288500785828
,57,4849,0.14388200640678406
,58,4899,0.12376393377780914
,58,4949,0.0758039578795433
,59,4999,0.08626503497362137
,60,5049,0.13967734575271606
,60,5099,0.06625740230083466
,61,5149,0.0762595534324646
,61,5199,0.06082657724618912
,62,5249,0.06455494463443756
,63,5299,0.07790860533714294
,63,5349,0.12184539437294006
,64,5399,0.06581388413906097
,64,5449,0.15985333919525146
,65,5499,0.07296258211135864
,66,5549,0.11422163248062134
,66,5599,0.09016929566860199
,67,5649,0.1687714159488678
,67,5699,0.1574181169271469
,68,5749,0.08626173436641693
,69,5799,0.10171598941087723
,69,5849,0.09387126564979553
,70,5899,0.035374224185943604
,70,5949,0.15193472802639008
,71,5999,0.0828438401222229
,72,6049,0.09015491604804993
,72,6099,0.13194522261619568
,73,6149,0.06436382234096527
,73,6199,0.1367485523223877
,74,6249,0.06221066415309906
,74,6299,0.020855015143752098
,75,6349,0.07420864701271057
,76,6399,0.049387216567993164
,76,6449,0.12402600049972534
,77,6499,0.05757498741149902
,77,6549,0.06739550828933716
,78,6599,0.055614620447158813
,79,6649,0.037650756537914276
,79,6699,0.06504328548908234
,80,6749,0.04740775376558304
,80,6799,0.04064560309052467
,81,6849,0.049087803810834885
,82,6899,0.035545796155929565
,82,6949,0.06903133541345596
,83,6999,0.05678929388523102
,83,7049,0.037213653326034546
,84,7099,0.04260333254933357
,85,7149,0.06699871271848679
,85,7199,0.030951838940382004
,86,7249,0.036410897970199585
,86,7299,0.029962237924337387
,87,7349,0.03162882477045059
,88,7399,0.038060612976551056
,88,7449,0.06087043508887291
,89,7499,0.03265667334198952
,89,7549,0.07734789699316025
,90,7599,0.035547494888305664
,91,7649,0.057812996208667755
,91,7699,0.04406967759132385
,92,7749,0.08457079529762268
,92,7799,0.08153962343931198
,93,7849,0.04579541087150574
,94,7899,0.04821352660655975
,94,7949,0.046086184680461884
,95,7999,0.01815275475382805
,95,8049,0.07935358583927155
,96,8099,0.04237204045057297
,97,8149,0.04516913369297981
,97,8199,0.06771975010633469
,98,8249,0.03354176878929138
,98,8299,0.06539913266897202
,99,8349,0.03149418160319328
,99,8399,0.011381668969988823
5.124220371246338,100,8400,
