id,smarts,ni_ids
133,[#6:1]-[#6:2]-[#6:3]-[#8:4].[#6:5]1:[#6:6]:[#6:7]:[#6:8]:[#7+:9]:[#6:10]:1.[#8:11]>>[#6:1]-[#6:3]-[#6:2].[#6:5]1=[#6:10]-[#7+0:9]-[#6:8]=[#6:7]-[#6:6]-1.[#8:11]=[#8:4],['rule0523']
134,[#6:1]-[#16+:2].[#8:3]-[As:4]>>[#16+0:2].[#6:1]-[As:4]=[#8:3],['rule0710']
135,[#6:1]-[#6:2]-[#6:3]=[#6:4].[#8:5]>>([#6:1].[#6:2]=[#6:3]-[#6:4]-[#8:5]),['rule0509']
136,[#6:1]-[#8:2].[#6:3]=[#6:4]-[#6:5]-[#8:6].[#6:7]=[#8:8]>>[#6:1]-[#6:7]-[#8:8].[#6:5]=[#6:4]-[#6:3].[#8:2]=[#8:6],['rule0900']
137,[#6:1]1:[#6:2]:[#6:3]:[#7:4]:[#6:5]:1.[#8:6]=[#8:7]>>[#8:6]=[#6:1]-[#6:2]:[#6:3]-[#7:4]-[#6:5]=[#8:7],['rule0403']
138,[#6:1]1=[#6:2]-[#7:3]-[#6:4]=[#6:5]-[#6:6]-1.[#8:7]-[#6:8]1:[#6:9]:[#6:10]:[#6:11]:[#6:12]:[#6:13]:1.[#8:14]=[#8:15]>>[#6:1]1:[#6:6]:[#6:5]:[#6:4]:[#7+:3]:[#6:2]:1.[#8:14].[#8:7]=[#6:8]1-[#6:13]=[#6:12]-[#6:11](-[#8:15])-[#6:10]:[#6:9]-1,['rule0395']
139,[#6:1]-[#16:2].[#8:3]>>[#16:2].[#6:1]-[#8:3],"['rule0022', 'rule0060', 'rule0062', 'rule0090', 'rule0196', 'rule0253', 'rule0722', 'rule0807', 'rule1022']"
140,[#6:1]-[#8:2].[#6:3]=[#8:4].[#6:5]=[#8:6].[#7:7]:[#6:8]-[#7:9]>>[#6:1]-[#6:3]-[#8:4].[#6:5]-[#7:7]:[#6:8]=[#7:9].[#8:2]=[#8:6],['rule1171']
141,[#6:1].[#6:2].[#8:3]=[#8:4]>>[#6:1]-[#8:3].[#6:2]-[#8:4],['rule0285']
142,([#8:1].[#6:2]=[#6:3]-[#6:4]).[#8:5]=[#8:6]>>[#6:4]=[#6:3]-[#6:2]-[#8:1].[#8:5]-[#8:6],['rule0963']
143,[#8:1].[#8:2]-[#16:3]>>[#16:3].[#8:1]-[#8:2],['rule1173']
144,[#16:1]-[Se:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#16:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[Se:2],['rule0871']
145,[#6:1]-[#16:2].[#6:3]-[#8:4]>>[#6:3]-[#16:2].[#6:1]-[#8:4],"['rule0079', 'rule0151', 'rule0152']"
146,[#16:1]-[#16:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#16:1].[#16:2].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1,"['rule0293', 'rule1054']"
147,[#8:1]-[#6:2]-[#6:3]-[#6:4]=[#6:5]-[#6:6]-[#8:7]>>[#6:3]=[#6:4]-[#6:5]=[#6:6].[#6:2]=[#8:1].[#8:7],['rule0574']
148,([#7+:1]-[Co-3:2].[#8:3]-[#15:4]).[#8:5]>>([#7+0:1].[#8:3]).([Co-2:2].[#8:5]-[#15:4]),['rule0774']
149,[#6:1]=[#6:2]1-[#6:3]-[#6:4]-[#6:5]-[#6:6]-[#6:7]-1.[#8:8]>>([#6:3]=[#6:2]-[#6:7].[#6:1]-[#6:4]=[#6:5]-[#6:6]-[#8:8]),['rule0598']
150,[#16:1].[#6:2]1:[#6:3]-[#7:4]-[#6:5]:[#6:6]-[#7:7]-1.[#8:8]=[#8:9]>>[#6:2]1:[#7:7]:[#6:6]:[#6:5]:[#7:4]:[#6:3]-1.[#8:8].[#8:9]=[#16:1],['rule0630']
151,[#6:1]-[#8:2].[#6:3]=[#7:4].[#8:5]>>[#6:1].[#6:3]-[#7:4].[#8:2]=[#8:5],['rule0692']
152,[#6:1]-[#6:2](=[#6:3])-[#8:4].[#8:5]=[#8:6]>>[#6:2]#[#8+:4].[#6:1]-[#8:5].[#6:3]=[#8:6],['rule1096']
153,[#6:1]=[#6:2](-[#8:3])-[#6:4](-[#6:5])=[#8:6]>>[#6:5]=[#6:4](-[#8:6])-[#6:2](-[#6:1])=[#8:3],['rule0750']
154,[#8:1].[#8:2]=[#6:3]1-[#6:4]=[#6:5]-[#6:6](=[#8:7])-[#6:8]:[#6:9]-1>>[#8:2]-[#6:3]1:[#6:4]:[#6:5]:[#6:6]:[#6:8]:[#6:9]:1.[#8:1]=[#8:7],['rule0638']
155,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#6:5]:[#6:6]:1.[#8:7]>>[#8:7]-[#6:1]1-[#6:2]-[#6:3]=[#6:4]-[#6:5]=[#6:6]-1,['rule1085']
156,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#8:7].[#8:8]=[#6:9]1-[#6:10]=[#6:11]-[#6:12](-[#8:13])-[#6:14]:[#6:15]-1>>[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#8:8]-[#6:9]1:[#6:10]:[#6:11]:[#6:12]:[#6:14]:[#6:15]:1.[#8:13]=[#8:7],['rule1046']
157,[#6:1]1:[#6:2]-[#7:3]-[#6:4]:[#6:5]-[#7:6]-1.[#8:7]=[#6:8]1-[#6:9]=[#6:10]-[#6:11](=[#8:12])-[#6:13]=[#6:14]-1>>[#6:1]1:[#7:6]:[#6:5]:[#6:4]:[#7:3]:[#6:2]-1.[#8:12]-[#6:11]1:[#6:10]:[#6:9]:[#6:8](-[#8:7]):[#6:14]:[#6:13]:1,['rule0858']
158,[#6:1]=[#8:2].[#6:3]=[#8:4].[#7:5].[#7:6]>>[#6:1]-[#7:5].[#6:3]-[#7:6].[#8:2]=[#8:4],['rule1175']
159,[#16:1].[#6:2]-[#35:3]>>[#35:3].[#6:2]-[#16:1],['rule0980']
160,[#6:1]=[#6:2]-[#6:3]=[#6:4]-[#6:5]-[#8:6].[#8:7]>>([#6:5]=[#6:4]-[#6:3]=[#6:2]-[#6:1].[#8:6]-[#8:7]),['rule0441']
161,[#6:1]-[Se:2].[#8:3]>>[#6:1]-[#8:3].[Se:2],['rule1137']
162,([#8:1].[#6:2]=[#6:3].[#6:4]=[#6:5]-[#6:6]-[#8:7])>>([#8:7].[#8:1]-[#6:5]1-[#6:4]-[#6:2]-[#6:3]-[#6:6]-1),['rule1141']
163,[#6:1]-[#6:2]-[#6:3]-[#8:4].[#8:5]-[#8:6]>>([#6:1].[#8:4].[#6:2]=[#6:3]).[#8:5]=[#8:6],['rule1186']
164,([#8:1]-[#15:2].[#6:3]1=[#7:4]-[#6:5]:[#6:6]-[#7:7]-[#6:8]-1).[#8:9]-[#15:10]-[#8:11].[#8:12]=[#6:13]-[#8:14]>>([#8:1]-[#6:8](-[#6:3]-[#8:11])-[#7:7]1:[#6:6]:[#6:5]:[#7:4]:[#6:13]:1.[#8:14]-[#15:10]-[#8:9]-[#15:2]).[#8:12],['rule1101']
165,[#6:1]-[#6:2]-[#8:3].[#6:4]-[#8:5].[#8:6]=[#8:7]>>[#6:1]-[#8:6].[#6:2]=[#8:3].[#6:4]=[#8:7].[#8:5],['rule0233']
166,[#6:1]=[#7:2].[#8:3]-[#6:4]1:[#6:5]:[#6:6]:[#6:7](-[#8:8]):[#6:9]:[#6:10]:1>>[#6:1]-[#7:2].[#8:3]=[#6:4]1-[#6:10]=[#6:9]-[#6:7](=[#8:8])-[#6:6]=[#6:5]-1,['rule0832']
167,[#6:1]-[#6:2]=[#8:3]>>[#6:1]=[#6:2]-[#8:3],['rule0153']
168,([#6:1]=[#6:2].[#6:3]=[#6:4]-[#6:5]-[#6:6]-[#6:7](-[#6:8])=[#6:9]-[#6:10]-[#8:11])>>[#6:1]-[#6:2]-[#6:6]1-[#6:5]2-[#6:7](=[#6:8])-[#6:9]-[#6:10]-[#6:4]-1-2-[#6:3].[#8:11],['rule1191']
169,[#6:1]-[#8:2].[#8:3]-[#8:4]>>[#6:1].[#8:2].[#8:3]=[#8:4],['rule0147']
170,[#6:1]1-[#6:2]-[#8:3]-1.[#8:4]>>[#6:1]=[#6:2].[#8:3]-[#8:4],['rule0494']
171,([#6:1].[#8:2]).[#8:3]=[#8:4]>>[#6:1]-[#8:2].[#8:3]-[#8:4],['rule0682']
172,[#8:1]-[#6:2]1:[#6:3]:[#6:4]:[#6:5]:[#6:6](-[#8:7]):[#6:8]:1.[#8:9]=[#8:10]>>[#8:10]=[#6:4]-[#6:3]-[#6:2](=[#8:1])-[#6:8]-[#6:6](=[#8:7])-[#6:5]=[#8:9],['rule0818']
173,([#6:1]-[#8:2].[#6:3]=[#8:4])>>[#6:1]-[#8:4]-[#6:3]-[#8:2],['rule0771']
174,([#6:1].[#6:2]).[#8:3]=[#8:4]>>[#6:1]-[#8:3]-[#6:2].[#8:4],['rule0876']
175,[#6:1]-[#8:2].[#7:3]>>[#6:1]-[#7:3].[#8:2],"['rule0012', 'rule0055', 'rule0098', 'rule0123', 'rule0163', 'rule0194', 'rule0429']"
176,[#8:1].[#8:2]-[#6:3]-[#6:4]=[#6:5]-[#8:6]>>([#8:2].[#8:6]=[#6:5]-[#6:4]-[#6:3]-[#8:1]),['rule0855']
177,[#6:1]-[#6:2]=[#6:3].[#8:4]>>([#6:1]=[#6:2].[#6:3]-[#8:4]),['rule0492']
178,[#16:1].[#6:2]-[#7:3].[#6:4]-[#8:5]>>[#6:2]-[#16:1].[#6:4]-[#7:3].[#8:5],['rule0714']
179,[#6:1]-[#16:2].[#6:3]=[#8:4]>>[#16:2].[#6:1]-[#8:4]-[#6:3],['rule0712']
180,[#6:1]=[#6:2]-[#6:3]=[#6:4]1-[#6:5]-[#8:6]-1>>[#8:6]=[#6:4]1-[#6:5]-[#6:1]-[#6:2]=[#6:3]-1,['rule1042']
181,([#6:1].[#6:2]-[#6:3])>>([#6:2].[#6:1]-[#6:3]),['rule0028']
182,[#6:1]-[#7+:2]-[#8:3]>>[#6:1]=[#8:3].[#7+0:2],['rule0578']
183,[#53:1].[#6:2].[#6:3]1:[#6:4]:[#6:5]:[#6:6]:[#7+:7]:[#6:8]:1>>[#6:2]-[#53:1].[#6:3]1=[#6:8]-[#7+0:7]-[#6:6]=[#6:5]-[#6:4]-1,['rule0841']
184,[#16:1].[#6:2]-[#16+:3]>>[#16+0:3].[#6:2]-[#16:1],['rule0200']
185,[#6:1]-[#6:2]=[#8:3]>>[#6:1]#[#6:2].[#8:3],['rule0798']
186,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#6:5]:[#6:6]:1.[#6:7]1=[#6:8]-[#7:9]-[#6:10]=[#6:11]-[#6:12]-1.[#6:13]=[#8:14]>>[#6:11]1:[#6:12]:[#6:7]:[#6:8]:[#7+:9]:[#6:10]:1.[#8:14]-[#6:13]-[#6:1]1-[#6:2]-[#6:3]=[#6:4]-[#6:5]=[#6:6]-1,['rule0330']
187,[#6:1]-[#8:2].[#8:3]>>([#6:1].[#8:2]-[#8:3]),['rule0671']
188,([#7:1].[#6:2]-[#8:3]).[#6:4]-[#16:5].[#8:6]-[#15:7]>>([#6:4]-[#7:1].[#6:2]-[#16:5]).[#8:6].[#8:3]-[#15:7],['rule0646']
189,[#6:1]-[#6:2]-[#6:3]-[#6:4]-[#6:5]-[#6:6]-[#6:7]-[#6:8]-[#6:9]-[#6:10]-[#8:11]>>([#6:3]=[#6:2].[#6:7]=[#6:6].[#6:10]=[#6:1].[#6:5]=[#6:4].[#6:9]=[#6:8]).[#8:11],['rule0620']
190,[#6:1]=[#6:2]-[#6:3].[#6:4]=[#8:5].[#8:6].[#8:7]-[#15:8]>>[#6:1]-[#6:2](-[#8:7])-[#6:3]-[#6:4]-[#8:5].[#8:6]-[#15:8],['rule0780']
191,[#7:1]-[#6:2]-[#6:3]-[#6:4]-[#8:5].[#8:6]>>[#6:4]-[#6:3](-[#8:5])-[#6:2]-[#8:6].[#7:1],['rule1026']
192,[#6:1]=[#8:2].[#7:3]>>[#6:1]=[#7+:3].[#8:2],['rule0668']
193,[#6:1]-[#16:2]=[#8:3].[#6:4]1=[#6:5]-[#7:6]-[#6:7]=[#6:8]-[#6:9]-1.[#8:10]=[#8:11]>>[#6:4]1:[#6:9]:[#6:8]:[#6:7]:[#7+:6]:[#6:5]:1.[#6:1]=[#8:10].[#8:11].[#8:3]-[#16:2],['rule0976']
194,[#6:1]1:[#6:2]-[#6:3]-[#7:4]-[#6:5]-[#6:6]-1.[#8:7]=[#8:8].[#8:9]=[#8:10]>>[#6:1]1:[#6:2]:[#6:3]:[#7+:4]:[#6:5]:[#6:6]:1.[#8:10]-[#8:9].[#8:7]-[#8:8],['rule0676']
195,[#6:1]=[#7:2].[#8:3]>>[#6:1]=[#8:3].[#7:2],"['rule0161', 'rule0321']"
196,[#16:1].[#16:2]-[#16:3].[#8:4]-[#16:5]>>[#16:2].[#16:3].[#8:4]=[#16:5]-[#16:1],['rule0966']
197,[#6:1]-[#8:2].[#8:3]=[#8:4]>>[#6:1]=[#8:2].[#8:3]-[#8:4],['rule0074']
198,[#8:1].[#8:2]-[#6:3]-[#6:4]-[#6:5]-[#8:6]>>[#6:3]-[#6:4]-[#8:1].[#6:5]=[#8:6].[#8:2],['rule1092']
199,[#53:1].[#6:2].[#8:3]-[#8:4]>>[#6:2]-[#53:1].[#8:3].[#8:4],['rule0824']
200,([#7:1].[#6:2]-[#8:3]).[#6:4]-[#8:5]>>([#6:2]=[#8:3].[#6:4]-[#7:1]).[#8:5],['rule1185']
201,([#8:1].[#6:2]-[#8:3])>>([#8:3].[#6:2]-[#8:1]),['rule0130']
202,([#6:1].[#8:2]-[#8:3])>>[#6:1]-[#8:2].[#8:3],['rule0672']
203,[#6:1]-[#8:2].[#6:3]1-[#6:4]-[#8:5]-1.[#6:6]=[#8:7]>>[#6:1]-[#6:6]-[#8:7].[#6:3]=[#6:4].[#8:2]=[#8:5],['rule0423']
204,[#6:1]1=[#6:2]-[#7:3]-[#6:4]=[#6:5]-[#6:6]-1.[#7:7]=[#6:8]:[#6:9]=[#7:10]>>[#6:1]1:[#6:6]:[#6:5]:[#6:4]:[#7+:3]:[#6:2]:1.[#7:10]-[#6:9]:[#6:8]-[#7:7],['rule1013']
205,[#6:1]#[#8+:2].[#6:3]-[#8:4].[#6:5]=[#8:6]>>[#6:3]-[#6:1](=[#6:5])-[#8+0:2].[#8:4]=[#8:6],['rule1095']
206,([#6:1]-[#6:2]-[#6:3]-[#6:4]=[#6:5].[#6:6]=[#6:7].[#6:8]-[#8:9])>>[#6:1]-[#6:4]1-[#6:5]-[#6:2](-[#6:8])-[#6:3]-1-[#6:6]-[#6:7].[#8:9],['rule0666']
207,[#6:1]-[#6:2]:[#6:3]-[#6:4].[#8:5].[#8:6]>>[#6:1]-[#8:5].[#6:4]-[#8:6].[#6:2]:[#6:3],['rule0524']
208,[#6:1]-[#16+:2].[#7:3]>>[#16+0:2].[#6:1]-[#7:3],"['rule0034', 'rule0206']"
209,[#6:1].[#8:2]-[#15:3]>>[#6:1]-[#15:3].[#8:2],['rule0551']
210,[#6:1]=[#6:2].[#8:3]-[#8:4]>>[#6:1]1-[#6:2]-[#8:3]-1.[#8:4],['rule0495']
211,[#6:1]1=[#6:2]-[#7:3]-[#6:4]=[#6:5]-[#6:6]-1.[#6:7]:[#6:8]-[#16:9]=[#8:10].[#8:11]=[#8:12]>>[#6:1]1:[#6:6]:[#6:5]:[#6:4]:[#7+:3]:[#6:2]:1.[#8:10]-[#16:9].[#8:11]-[#6:7]:[#6:8]-[#8:12],['rule0558']
212,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#6:7]=[#8:8].[#7:9].[#8:10]-[#6:11]:[#6:12]-[#8:13]>>[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#7:9]-[#6:11]:[#6:12]-[#6:7]-[#8:8].[#8:10]=[#8:13],['rule1002']
213,[#6:1]=[#6:2].[#8:3]=[#8:4]>>[#6:1]=[#8:3].[#6:2]=[#8:4],['rule0118']
214,[#6:1]-[#6:2]-[#6:3]=[#6:4].[#6:5]=[#8:6]>>[#6:1]-[#6:5]-[#8:6]-[#6:4]-[#6:3]=[#6:2],['rule0644']
215,[#6:1]=[#16:2].[#8:3]>>[#16:2].[#6:1]=[#8:3],['rule1181']
216,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#6:7]=[#8:8].[#8:9].[#8:10]>>[#6:7]-[#8:10].[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#8:8]=[#8:9],['rule0490']
217,[#8:1]=[#6:2](-[#6:3]=[#8:4])-[#6:5]=[#6:6]-[#6:7]:[#6:8]-[#8:9]>>[#8:1]-[#6:2]1:[#6:3]:[#6:8]:[#6:7]:[#6:6]:[#6:5]:1.[#8:4]=[#8:9],['rule0684']
218,[#6:1]-[#6:2]-[#8:3].[#8:4].[#8:5]=[#6:6]1-[#6:7]:[#6:8]-[#6:9](=[#8:10])-[#6:11]2-[#8:12]-[#6:13]-1-2>>[#6:1].[#6:2]=[#8:3].[#8:10]-[#6:9]1:[#6:11]:[#6:13]:[#6:6](-[#8:5]):[#6:7]:[#6:8]:1.[#8:12]=[#8:4],['rule1106']
219,[#6:1]-[#6:2]-[#8:3].[#6:4]-[#8:5].[#8:6]=[#8:7]>>[#6:1]-[#8:6].[#6:2]=[#8:3].[#6:4]=[#8:5].[#8:7],['rule0664']
220,([#6:1]=[#6:2].[#6:3]=[#6:4].[#6:5]=[#6:6]).[#8:7]>>[#6:1]-[#6:2]-[#6:3]-[#6:4]-[#6:5]-[#6:6]-[#8:7],['rule1127']
221,[#6:1].[#6:2]-[#8:3]>>[#6:2].[#6:1]-[#8:3],"['rule0150', 'rule0742', 'rule0743']"
222,[#6:1]-[#7+:2].[#8:3]>>[#6:1]-[#8:3].[#7+0:2],"['rule0311', 'rule0519', 'rule0717', 'rule1217']"
223,[#6:1]-[#16+:2].[#6:3]=[#6:4]>>[#16+0:2].[#6:3]-[#6:4]=[#6:1],['rule0546']
224,([#6:1].[#6:2]-[#7:3])>>([#7:3].[#6:1]-[#6:2]),['rule0154']
225,[#16:1]-[#16:2].[#8:3]-[#8:4]>>[#16:1].[#16:2].[#8:3]=[#8:4],['rule0791']
226,[#8:1]-[#6:2]-[#6:3]=[#6:4]-[#6:5]-[#8:6]>>([#6:2]=[#6:3]-[#6:4]=[#6:5].[#8:1]-[#8:6]),['rule0907']
227,[#7+:1]-[#8:2].[#8:3]-[#6:4]1:[#6:5]:[#6:6]:[#6:7](-[#8:8]):[#6:9]:[#6:10]:1>>[#7+0:1].[#8:2].[#8:3]=[#6:4]1-[#6:10]=[#6:9]-[#6:7](=[#8:8])-[#6:6]:[#6:5]-1,['rule0438']
228,[#6:1]-[#8:2].[#8:3].[#8:4]-[#15:5]>>[#6:1]-[#8:3].[#8:4].[#8:2]-[#15:5],['rule0847']
229,[#16:1].[#6:2]-[#6:3]=[#8:4]>>[#8:4]-[#6:3]-[#6:2]-[#16:1],['rule1066']
230,[#6:1]-[#17:2].[#8:3]>>[#17:2].[#6:1]-[#8:3],['rule0184']
231,([#8:1].[#6:2]=[#8:3]).[#6:4]-[#6:5]=[#8:6]>>[#8:1]-[#6:5](-[#8:6])-[#6:4]-[#6:2]-[#8:3],['rule0353']
232,[#6:1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2],"['rule0025', 'rule0268', 'rule0836']"
233,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7+:5]:[#6:6]:1.[#7:7].[#8:8]-[#6:9]:[#6:10]-[#8:11]>>[#6:1]1=[#6:6]-[#7+0:5]-[#6:4]=[#6:3]-[#6:2]-1.[#6:10]:[#6:9]-[#7:7].[#8:11]=[#8:8],['rule0540']
234,[#6:1]1=[#6:2]-[#7:3]-[#6:4]=[#6:5]-[#6:6]-1.[#7:7]-[#8:8]>>[#6:1]1:[#6:6]:[#6:5]:[#6:4]:[#7+:3]:[#6:2]:1.[#7:7].[#8:8],['rule0705']
235,[#6:1]-[#8:2].[#6:3]=[#6:4]-[#6:5]-[#16:6].[#6:7]=[#8:8].[#8:9]>>[#6:3]-[#6:4](-[#6:5])-[#16:6].[#6:1]-[#6:7]-[#8:8].[#8:2]=[#8:9],['rule1006']
236,([#6:1]=[#6:2].[#6:3]-[#6:4]=[#6:5]-[#6:6]-[#8:7]).[#8:8]>>[#6:6]-[#6:5]1(-[#8:8])-[#6:1]-[#6:2]-[#6:3]-[#6:4]-1.[#8:7],['rule1108']
237,([#6:1].[#7:2]).[#6:3]1:[#6:4]:[#6:5]:[#6:6]:[#7+:7]:[#6:8]:1>>[#6:1]-[#7:2].[#6:3]1=[#6:8]-[#7+0:7]-[#6:6]=[#6:5]-[#6:4]-1,['rule0701']
238,[#6:1]-[#8:2].[#8:3]>>([#8:2].[#6:1]-[#8:3]),"['rule0035', 'rule0231']"
239,[#7:1].[#8:2]-[#16:3]>>[#7:1]-[#16:3].[#8:2],"['rule0776', 'rule1071']"
240,[#6:1]=[#6:2](-[#8:3])-[#6:4](-[#6:5]-[#6:6]=[#6:7]-[#6:8])-[#6:9]1-[#6:10]-[#6:11]-[#6:12]-[#6:13]-[#6:14]-1-[#6:15]>>([#6:1]-[#6:2](=[#8:3])-[#6:4]=[#6:9]-[#6:8](-[#6:15])-[#6:7]-[#6:6]-[#6:5].[#6:10]=[#6:11]-[#6:12]=[#6:13]-[#6:14]),['rule0928']
241,[#8:1]=[#6:2]-[#6:3]=[#6:4]-[#6:5]-[#6:6](=[#8:7])-[#6:8]=[#8:9]>>[#8:7]-[#6:6]1:[#6:5]:[#6:4]:[#6:3]:[#6:2]:[#6:8]:1.[#8:1]=[#8:9],['rule1065']
242,[#6:1]-[#16:2].[#8:3].[#8:4]-[#15:5]>>[#16:2].[#6:1]-[#8:4].[#8:3]-[#15:5],"['rule0038', 'rule0170', 'rule0755']"
243,[#6:1]1=[#6:2]-[#7:3]-[#6:4]=[#6:5]-[#6:6]-1.[#6:7]1=[#6:8]-[#7:9]-[#6:10]=[#6:11]-[#6:12]-1.[#7+:13]=[#8:14]>>[#6:11]1:[#6:12]:[#6:7]:[#6:8]:[#7+:9]:[#6:10]:1.[#6:1]1:[#6:6]:[#6:5]:[#6:4]:[#7+:3]:[#6:2]:1.[#7+0:13].[#8:14],['rule0334']
244,[#7:1]-[#6:2]=[#7:3].[#8:4].[#8:5]-[#15:6]>>[#7:1].[#7:3]-[#6:2]=[#8:5].[#8:4]-[#15:6],['rule0763']
245,[#7:1]-[#6:2]-[#7:3].[#8:4]>>([#7:1].[#7:3]).[#6:2]=[#8:4],['rule0953']
246,[#7:1]-[#6:2]=[#8:3]>>[#6:2]#[#7:1].[#8:3],['rule0241']
247,[#6:1].[#6:2]1:[#6:3]:[#6:4]:[#6:5]:[#7+:6]:[#6:7]:1.[#8:8].[#8:9]-[#15:10]>>[#6:1]-[#8:9].[#6:2]1=[#6:7]-[#7+0:6]-[#6:5]=[#6:4]-[#6:3]-1.[#8:8]-[#15:10],['rule0570']
248,[#6:1]-[#6:2]=[#8:3].[#8:4]-[#15:5]-[#8:6]>>[#6:1]=[#6:2]-[#8:4]-[#15:5]-[#8:3].[#8:6],['rule1027']
249,([#8:1]-[#15:2].[#8:3]-[#6:4]-[#8:5]).[#8:6]>>([#8:1].[#8:3].[#6:4]=[#8:5]).[#8:6]-[#15:2],['rule1156']
250,[#6:1]=[#8:2].[#8:3]>>[#8:2]-[#6:1]-[#8:3],"['rule0141', 'rule0650']"
251,[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#6:5]:[#6:6]:1.[#8:7]=[#8:8]>>[#8:7]=[#6:1]-[#6:2]1-[#6:3]=[#6:4]-[#6:5]:[#6:6]-[#8:8]-1,['rule1192']
252,([#6:1].[#6:2]=[#6:3].[#6:4]-[#8:5])>>[#6:1]-[#6:2]-[#6:3]-[#6:4].[#8:5],['rule0315']
253,[#6:1]-[#6:2]=[#8:3].[#6:4]1:[#6:5]:[#6:6]:[#6:7]:[#6:8]:[#6:9]:1>>[#6:1]=[#6:2]-[#8:3]-[#6:4]1-[#6:5]-[#6:6]=[#6:7]-[#6:8]=[#6:9]-1,['rule0567']
254,[#6:1]-[#6:2](=[#8:3])-[#8:4].[#6:5]1:[#6:6]:[#6:7]:[#6:8]:[#7+:9]:[#6:10]:1.[#8:11]>>[#6:2]-[#6:1]=[#8:11].[#6:5]1=[#6:10]-[#7+0:9]-[#6:8]=[#6:7]-[#6:6]-1.[#8:3]=[#8:4],['rule0691']
255,([#6:1].[#6:2]-[#6:3]-[#8:4]).[#8:5]=[#8:6]>>([#6:1]-[#8:5].[#6:2]-[#8:6]).[#6:3]=[#8:4],['rule0446']
256,[#8:1]-[#6:2]-[#6:3]1:[#7:4]:[#6:5]:[#6:6]:[#6:7]:1-[#6:8]1:[#6:9]:[#6:10]:[#7:11]:[#6:12]:1-[#8:13].[#8:14]=[#8:15]>>[#6:2]=[#8:1].[#8:14].[#8:13]=[#6:12]1-[#7:11]-[#6:10]:[#6:9]-[#6:8]-1=[#6:7]1-[#6:6]=[#6:5]-[#7:4]-[#6:3]-1=[#8:15],['rule0887']
257,([#7:1].[#16:2]).[#6:3]=[#8:4]>>[#7:1]-[#6:3]-[#16:2].[#8:4],['rule0816']
258,[#6:1]-[#8:2].[#7:3]:[#6:4]-[#6:5]-[#8:6]>>[#6:1]-[#7+:3]:[#6:4].[#6:5]=[#8:6].[#8:2],['rule0812']
259,[#6:1]-[#6:2].[#8:3]=[#6:4]1-[#6:5]=[#6:6]-[#6:7](=[#8:8])-[#6:9]=[#6:10]-1>>[#6:1]=[#6:2].[#8:3]-[#6:4]1:[#6:10]:[#6:9]:[#6:7](-[#8:8]):[#6:6]:[#6:5]:1,"['rule0420', 'rule1163']"
260,[#6:1]-[#8:2]-[#6:3].[#8:4]>>([#6:1].[#6:3]).[#8:2]=[#8:4],['rule0875']
261,[#6:1]-[#8:2].[#6:3]-[#8:4].[#6:5]=[#8:6]>>[#6:1].[#6:3]-[#6:5]-[#8:6].[#8:2]=[#8:4],['rule0044']
262,[#6:1]-[#16+:2].[#8:3].[#8:4]-[#15:5]-[#8:6]>>[#16+0:2].[#6:1]-[#8:4]-[#15:5]-[#8:3].[#8:6],['rule1220']
263,[#6:1]-[#8:2]-[#6:3]=[#6:4].[#8:5]>>[#6:1]-[#6:3](-[#6:4])-[#8:2]-[#8:5],['rule0669']
264,[#6:1]=[#6:2].[#8:3]=[#16:4]-[#8:5]>>[#6:1]-[#6:2]-[#16:4].[#8:3]=[#8:5],['rule0661']
265,[#16:1].[#16:2].[#8:3]-[#8:4]>>[#16:1]-[#16:2].[#8:3].[#8:4],['rule0793']
266,[#6:1]=[#6:2]-[#6:3]-[#8:4].[#8:5]>>([#8:4].[#6:3]=[#6:2]-[#6:1]-[#8:5]),['rule0850']
267,[#7:1]-[#6:2]-[#6:3]=[#8:4].[#8:5]>>[#7:1].[#8:5]=[#6:2]-[#6:3]-[#8:4],['rule0938']
