data,model,neg_multiple,sim_split,metric,mean,ci_lower,ci_upper,id
rcmcs,drfp,10,"(0.8, 1)",accuracy,0.9560832853578967,0.9536813151666347,0.9594527601867844,1a6a3a1a203f40b1bf7c969585e96ff8
rcmcs,drfp,10,"(0.8, 1)",roc_auc,0.9616386907959699,0.9557226948232471,0.9664489725963118,1a6a3a1a203f40b1bf7c969585e96ff8
rcmcs,drfp,10,"(0.6, 0.8)",f1,0.7623060675028115,0.7452036127538446,0.7764537545787545,1a6a3a1a203f40b1bf7c969585e96ff8
rcmcs,drfp,10,"(0.6, 0.8)",binary_precision,0.6763119045502374,0.659678087416306,0.7005810761636387,1a6a3a1a203f40b1bf7c969585e96ff8
rcmcs,drfp,10,"(0.6, 0.8)",binary_recall,0.8665294727447492,0.8501526483746624,0.8827510373022007,1a6a3a1a203f40b1bf7c969585e96ff8
rcmcs,drfp,10,"(0.6, 0.8)",accuracy,0.951958036661112,0.9494546280866535,0.9550503711558854,1a6a3a1a203f40b1bf7c969585e96ff8
rcmcs,drfp,10,"(0.6, 0.8)",roc_auc,0.9609997150660522,0.9528435596757967,0.9659178885866662,1a6a3a1a203f40b1bf7c969585e96ff8
rcmcs,drfp,10,"(0.4, 0.6)",f1,0.714616805365961,0.6926640306379706,0.7307799453326843,1a6a3a1a203f40b1bf7c969585e96ff8
rcmcs,drfp,10,"(0.4, 0.6)",binary_precision,0.677029823185576,0.6473948779532928,0.7004989099629387,1a6a3a1a203f40b1bf7c969585e96ff8
rcmcs,drfp,10,"(0.4, 0.6)",binary_recall,0.7496782572221115,0.7258240076013514,0.7709352792119953,1a6a3a1a203f40b1bf7c969585e96ff8
rcmcs,drfp,10,"(0.4, 0.6)",accuracy,0.9460729562737642,0.9403635931558935,0.9497385931558935,1a6a3a1a203f40b1bf7c969585e96ff8
rcmcs,drfp,10,"(0.4, 0.6)",roc_auc,0.961183875634085,0.9561955332433153,0.9654838829631183,1a6a3a1a203f40b1bf7c969585e96ff8
rcmcs,drfp,10,"(0.0, 0.4)",f1,0.3241191383372165,0.3095248035671045,0.3409755976401214,1a6a3a1a203f40b1bf7c969585e96ff8
rcmcs,drfp,10,"(0.0, 0.4)",binary_precision,0.5083380877436641,0.4847965479863253,0.5359012250951614,1a6a3a1a203f40b1bf7c969585e96ff8
rcmcs,drfp,10,"(0.0, 0.4)",binary_recall,0.23811152100497557,0.22476347355972293,0.25650287634749963,1a6a3a1a203f40b1bf7c969585e96ff8
rcmcs,drfp,10,"(0.0, 0.4)",accuracy,0.861555774370516,0.8572460964973977,0.8663278942185961,1a6a3a1a203f40b1bf7c969585e96ff8
rcmcs,drfp,10,"(0.0, 0.4)",roc_auc,0.7542193585643528,0.7430351035138775,0.7637828613971489,1a6a3a1a203f40b1bf7c969585e96ff8
rcmcs,rxnfp,1,"(0.8, 1)",f1,0.6176270374485439,0.6054554310764735,0.6301919926128027,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.8, 1)",binary_precision,0.44378274537198736,0.42808243101641635,0.45792874607055534,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.8, 1)",binary_recall,1.0,1.0,1.0,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.8, 1)",accuracy,0.44591337757596927,0.4265019210618233,0.4614390499476074,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.8, 1)",roc_auc,0.8767225392084658,0.8683573173277607,0.8853416845061257,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.6, 0.8)",f1,0.6310320597071764,0.6171859302819863,0.6477413029495466,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.6, 0.8)",binary_precision,0.4686761229314421,0.45525019700551617,0.4858254531126871,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.6, 0.8)",binary_recall,1.0,1.0,1.0,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.6, 0.8)",accuracy,0.461150512214342,0.45033490937746257,0.47411347517730495,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.6, 0.8)",roc_auc,0.8607467046177387,0.8478254321161836,0.8701253228801331,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.4, 0.6)",f1,0.625953326733281,0.6065811660793148,0.6457575087175922,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.4, 0.6)",binary_precision,0.46265470297029704,0.4380569306930693,0.49067141089108907,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.4, 0.6)",binary_recall,1.0,1.0,1.0,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.4, 0.6)",accuracy,0.4561262376237624,0.4253248762376238,0.47911509900990096,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.4, 0.6)",roc_auc,0.7165658290209118,0.6936479226138853,0.7434584763263934,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.0, 0.4)",f1,0.7459187464786894,0.7354732109761468,0.754036414372504,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.0, 0.4)",binary_precision,0.5959278042959426,0.581041169451074,0.6066229116945107,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.0, 0.4)",binary_recall,1.0,1.0,1.0,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.0, 0.4)",accuracy,0.5964498806682577,0.5869555489260143,0.6060933770883055,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,1,"(0.0, 0.4)",roc_auc,0.7676005524795727,0.7496939063536309,0.7822744815672862,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.8, 1)",f1,0.7146446838624164,0.6990538656904822,0.729335921634012,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.8, 1)",binary_precision,0.6029801471730235,0.5910349539700805,0.6160954390534988,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.8, 1)",binary_recall,0.8689912705872442,0.8577177747084435,0.8803550188757304,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.8, 1)",accuracy,0.855005744296734,0.8484121122599705,0.8618455604792384,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.8, 1)",roc_auc,0.8699737908058557,0.8633511723245193,0.8774206341157432,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.6, 0.8)",f1,0.6985318960915173,0.6819752262624174,0.7210310717446915,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.6, 0.8)",binary_precision,0.5999618922129676,0.5807107749570529,0.6160439449169705,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.6, 0.8)",binary_recall,0.8474337367243592,0.8311788319659427,0.8633456501574438,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.6, 0.8)",accuracy,0.8365834932821498,0.8227207293666027,0.8480854126679462,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.6, 0.8)",roc_auc,0.8573598765499352,0.8463504992266278,0.870175457678237,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.4, 0.6)",f1,0.5232251146760147,0.508296406992709,0.5399541767683669,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.4, 0.6)",binary_precision,0.47808930139269556,0.45099907540579415,0.5017206081589644,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.4, 0.6)",binary_recall,0.5715875638459855,0.5410816972427851,0.5988492597577388,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.4, 0.6)",accuracy,0.7671257485029941,0.7557559880239522,0.780748502994012,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.4, 0.6)",roc_auc,0.7073127561705757,0.6863423510643193,0.72424638365766,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.0, 0.4)",f1,0.5940002786246552,0.5800786214992564,0.6121432367444373,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.0, 0.4)",binary_precision,0.6164695223078178,0.5982317054347323,0.6330308389762197,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.0, 0.4)",binary_recall,0.5753097154741947,0.5603297624706078,0.5898228414663819,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.0, 0.4)",accuracy,0.7396206273608145,0.7282189193627854,0.7516135654458861,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,3,"(0.0, 0.4)",roc_auc,0.7690029698784989,0.7581404820398283,0.7777060303552497,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.8, 1)",f1,0.6244229890658715,0.6050688212676543,0.6387252059202738,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.8, 1)",binary_precision,0.4765868480651864,0.4575626083915585,0.4996598674088153,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.8, 1)",binary_recall,0.8708642398085985,0.847734381131187,0.8842860272638754,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.8, 1)",accuracy,0.8527211249463289,0.8460632245598969,0.859019428939459,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.8, 1)",roc_auc,0.8680061767231004,0.8587187270120308,0.8772141936218188,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.6, 0.8)",f1,0.5990253700515387,0.5798994256176686,0.6133016183332274,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.6, 0.8)",binary_precision,0.46687699251562426,0.4394036249743274,0.4866597921146367,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.6, 0.8)",binary_recall,0.8479450911673532,0.832115163317695,0.8639673053527981,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.6, 0.8)",accuracy,0.8349930229608017,0.8282950653304579,0.843359127235824,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.6, 0.8)",roc_auc,0.8574988952011523,0.8514213071583101,0.8639525786324807,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.4, 0.6)",f1,0.4490840235642376,0.4247757392299457,0.47312860382299277,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.4, 0.6)",binary_precision,0.3719238647882307,0.3416875206430257,0.39861008322073455,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.4, 0.6)",binary_recall,0.5767980228840326,0.5535257217847769,0.6152930884128617,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.4, 0.6)",accuracy,0.7942541326428999,0.7849780920135432,0.8048645688109939,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.4, 0.6)",roc_auc,0.7097149811719261,0.6971732426103491,0.7235693844856982,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.0, 0.4)",f1,0.5259005113582798,0.5092698618855217,0.5440008759729809,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.0, 0.4)",binary_precision,0.4824097859009949,0.4703217435329143,0.5023159662829059,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.0, 0.4)",binary_recall,0.5795997791874133,0.5584100911308528,0.5926506895805829,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.0, 0.4)",accuracy,0.7645008460236886,0.7598307952622674,0.7694754653130288,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,5,"(0.0, 0.4)",roc_auc,0.7663319440657517,0.7563874240520104,0.7743826435682271,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.8, 1)",f1,0.48286267571767755,0.4702592447864284,0.49806413324012067,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.8, 1)",binary_precision,0.3359585999014138,0.3196799597855228,0.35197852963174797,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.8, 1)",binary_recall,0.8694020390343769,0.8568780722891566,0.8901942186088527,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.8, 1)",accuracy,0.8484775794793066,0.8433825881148852,0.8530192541418794,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.8, 1)",roc_auc,0.8673645211581904,0.8574101393263821,0.8732204751773728,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.6, 0.8)",f1,0.46863376953031544,0.4571537571554322,0.483259244794244,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.6, 0.8)",binary_precision,0.3249128991108676,0.30729054369628994,0.34728866453181517,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.6, 0.8)",binary_recall,0.8470585098179825,0.8318335851500108,0.8651805341206698,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.6, 0.8)",accuracy,0.8291660354491744,0.8244356915618846,0.8335214361460385,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.6, 0.8)",roc_auc,0.8581264890176434,0.8492509977229753,0.8670513258990882,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.4, 0.6)",f1,0.3465703394937407,0.3232728180173436,0.37389632717972965,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.4, 0.6)",binary_precision,0.2492468902368042,0.23767435974883744,0.26429825663344103,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.4, 0.6)",binary_recall,0.5762732858911557,0.5400041344655409,0.6114423358670734,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.4, 0.6)",accuracy,0.8095057034220533,0.8025903041825095,0.8181113355513308,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.4, 0.6)",roc_auc,0.7095662166979438,0.690294606122778,0.7262529156822624,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.0, 0.4)",f1,0.43245597478513426,0.4196186261975104,0.4481422182407175,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.0, 0.4)",binary_precision,0.3457888650204367,0.3324298580565388,0.35739505886344763,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.0, 0.4)",binary_recall,0.5761869701059521,0.558840361624448,0.5922269428217384,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.0, 0.4)",accuracy,0.787765508510339,0.7833239555493037,0.7924532283021523,a18f33953c4840458c6255df6e8c89aa
rcmcs,rxnfp,10,"(0.0, 0.4)",roc_auc,0.7687568232159077,0.7637300798571308,0.7774460189088451,a18f33953c4840458c6255df6e8c89aa
rcmcs,clipzyme,1,"(0.8, 1)",f1,0.9376946283804125,0.9315232056125202,0.9474542454821011,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.8, 1)",binary_precision,0.9046274696889057,0.8930780559646538,0.9271812160533124,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.8, 1)",binary_recall,0.9715282232806473,0.9644969188270293,0.9790301268498943,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.8, 1)",accuracy,0.9439399231575271,0.9365787635347538,0.9513884037722669,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.8, 1)",roc_auc,0.9857574239748128,0.9806197190332661,0.9896944584426427,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.6, 0.8)",f1,0.9046592638378792,0.893162391499221,0.9144269377947368,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.6, 0.8)",binary_precision,0.8960676999429612,0.8794917021605279,0.9129177455899012,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.6, 0.8)",binary_recall,0.9038953357719134,0.8852674324581431,0.9129410726887791,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.6, 0.8)",accuracy,0.9114263199369583,0.8990543735224585,0.9206166272655635,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.6, 0.8)",roc_auc,0.9697514484636315,0.9658581281240863,0.9737659703274061,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.4, 0.6)",f1,0.8302868751323162,0.8018508617803466,0.8512056715662026,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.4, 0.6)",binary_precision,0.8841653357199359,0.8588925607643846,0.9033445159523484,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.4, 0.6)",binary_recall,0.7905157524678988,0.763621967802781,0.818297263053893,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.4, 0.6)",accuracy,0.857549504950495,0.8452970297029703,0.8706992574257426,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.4, 0.6)",roc_auc,0.9447547462958112,0.9383422421387441,0.9539984528141527,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.0, 0.4)",f1,0.5353531318586142,0.5156575199870569,0.5570302520347473,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.0, 0.4)",binary_precision,0.8302427356679305,0.8122614875389408,0.8461054915212257,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.0, 0.4)",binary_recall,0.3938295045161539,0.3795740532898825,0.4062719041203975,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.0, 0.4)",accuracy,0.5975835322195706,0.581354415274463,0.6117914677804296,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,1,"(0.0, 0.4)",roc_auc,0.8334910247120357,0.8205889815339107,0.8457349360110182,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.8, 1)",f1,0.8945551475024413,0.8841457187745484,0.9024108575022889,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.8, 1)",binary_precision,0.8457073352449619,0.8252870596680739,0.8632122440925742,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.8, 1)",binary_recall,0.9508013278230001,0.9423008381777674,0.9627202167202167,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.8, 1)",accuracy,0.9544066962087643,0.9486788117511898,0.9591580502215657,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.8, 1)",roc_auc,0.9854759519546672,0.982801262986038,0.9886411239777535,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.6, 0.8)",f1,0.8453548618145273,0.8303301441217747,0.8584303802357052,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.6, 0.8)",binary_precision,0.8209742230308175,0.8024311142987547,0.8392177452185305,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.6, 0.8)",binary_recall,0.8710711823223711,0.8579473759350393,0.8843078512396694,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.6, 0.8)",accuracy,0.9307485604606527,0.9232005758157389,0.93697216890595,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.6, 0.8)",roc_auc,0.9705930487583458,0.9676663939134655,0.9735755972457241,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.4, 0.6)",f1,0.7281276821856957,0.7057845545364339,0.7468160488184132,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.4, 0.6)",binary_precision,0.7800341567228827,0.7520525936126959,0.8108122684282371,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.4, 0.6)",binary_recall,0.6843981333907095,0.6650171336424109,0.7086324023567337,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.4, 0.6)",accuracy,0.8863173652694611,0.8781287425149701,0.8917739520958083,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.4, 0.6)",roc_auc,0.9443325870137531,0.9376944668584687,0.9498224949169566,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.0, 0.4)",f1,0.45741417491947683,0.44272063566697667,0.48115393352270114,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.0, 0.4)",binary_precision,0.712972885958176,0.6945349166320606,0.7274086220967317,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.0, 0.4)",binary_recall,0.33884025366220194,0.3253871068294061,0.35321332567739194,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.0, 0.4)",accuracy,0.7344391525702086,0.725529643619642,0.74374692067663,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,3,"(0.0, 0.4)",roc_auc,0.8349052285957853,0.828504554584843,0.8425843769641445,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.8, 1)",f1,0.8639091473352736,0.8531024108899462,0.8746513990926134,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.8, 1)",binary_precision,0.8016536753097429,0.7788802662279061,0.821390566773842,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.8, 1)",binary_recall,0.9434024276518829,0.93100630964439,0.9574674930181096,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.8, 1)",accuracy,0.959633963074281,0.9564539501932159,0.9641396522112495,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.8, 1)",roc_auc,0.9856906765410862,0.9838455780396406,0.9876604987527765,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.6, 0.8)",f1,0.8090275220745291,0.7976016439387494,0.8226415778077749,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.6, 0.8)",binary_precision,0.779490198412194,0.7505319511716507,0.8020323587576098,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.6, 0.8)",binary_recall,0.8463664098580856,0.8319970190060157,0.8666994269864329,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.6, 0.8)",accuracy,0.9409425345680578,0.935494101230496,0.9454649245211214,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.6, 0.8)",roc_auc,0.97055592290353,0.9659849376191056,0.9734871387435519,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.4, 0.6)",f1,0.7009734241240548,0.670968136474389,0.7205025613849143,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.4, 0.6)",binary_precision,0.7369169182898359,0.7168981481481481,0.7591799118780133,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.4, 0.6)",binary_recall,0.657066976606124,0.6326180953504184,0.690145004929346,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.4, 0.6)",accuracy,0.917167894841665,0.9125273849830711,0.9273152758414659,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.4, 0.6)",roc_auc,0.946440393882973,0.9399463750225917,0.9530843786612466,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.0, 0.4)",f1,0.41880818332401126,0.3964306818479449,0.43364021542368253,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.0, 0.4)",binary_precision,0.625170531620302,0.5959614420183628,0.6504931226530526,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.0, 0.4)",binary_recall,0.3086339007892644,0.288786095517615,0.3237899201596806,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.0, 0.4)",accuracy,0.8027693175408912,0.7942357586012408,0.8088212069937958,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,5,"(0.0, 0.4)",roc_auc,0.8373281853271364,0.8294885838927895,0.8439531705464537,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,10,"(0.8, 1)",f1,0.8082613631929082,0.7937453784012187,0.8192411338358037,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,10,"(0.8, 1)",binary_precision,0.7047096502093259,0.684314242009149,0.7210451990969787,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,10,"(0.8, 1)",binary_recall,0.9387113136466892,0.9275047984158897,0.9460807278629434,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,10,"(0.8, 1)",accuracy,0.9628286317405486,0.9606233608392503,0.9656287980553956,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,10,"(0.8, 1)",roc_auc,0.9856191374183176,0.9831818619597315,0.9880579894203735,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,10,"(0.6, 0.8)",f1,0.7379533867513951,0.7260660162963725,0.7500727883538634,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,10,"(0.6, 0.8)",binary_precision,0.6708217844148265,0.6519821928943403,0.689934967697771,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,10,"(0.6, 0.8)",binary_recall,0.8285468224728774,0.8021248258775241,0.8472755194408621,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
rcmcs,clipzyme,10,"(0.6, 0.8)",accuracy,0.9484964399333433,0.9457260263596424,0.9532987426147553,clipzyme/sprhea_v3_folded_pt_ns_rcmcs_outer_fold
