hp_idx	mean_train_loss	std_train_loss	mean_val_loss	std_val_loss	mean_fit_time	train_loss_curve	val_loss_curve	seed	lr	max_epochs	batch_size	optimizer__weight_decay	module__n_factors	module__scl_embeds
15	0.3212304227039461	0.0010943132906905768	0.6704806923367921	0.0013061668402194278	7537.721103627235	[1.9583085369093765, 0.5349218527558217, 0.2396031799475389, 0.18158846046783397, 0.1702256752049959, 0.1729708217721937, 0.18160960610324503, 0.19306244719387017, 0.20580952913159672, 0.21901351753009954, 0.2321284617173363, 0.24481796300419562, 0.2568227161190176, 0.268015069338541, 0.27827287451610555, 0.28756664458494635, 0.29590859446013607, 0.3033230527696923, 0.309849904012391, 0.31555069230130345]	[1.9460086238273095, 1.5821426289898533, 1.3558711726348718, 1.189070543209156, 1.0623182423742779, 0.9669072300126225, 0.8952496060819337, 0.8418693568878797, 0.802051963228168, 0.7723463900161512, 0.7499200457181686, 0.7327869410837169, 0.7194241129712903, 0.7088221892332419, 0.7002203920921246, 0.6930493294220148, 0.6869920767270602, 0.6817898958018331, 0.6772439727138528, 0.673211020606381]	1234	0.005	5000	10	0.0001	20	False
17	0.28709317521228306	0.00020719980545408817	0.6738470035540542	8.45515865043519e-05	9193.502984974533	[3.266901820898056, 0.3401133002005604, 0.11334463676528914, 0.07409374869595735, 0.07493440283675155, 0.0833949803880531, 0.09482316489576738, 0.10811276707824294, 0.12262912007756445, 0.13795238270452528, 0.15369220454862345, 0.16959394415566972, 0.18540621682619438, 0.20089304896987678, 0.2158632019842977, 0.23012473896180555, 0.24353922464144537, 0.25600050091048776, 0.2674672488288168, 0.2778922629766253]	[2.8462261291866566, 2.3099909709533297, 1.9210541234563407, 1.6150426771096567, 1.377930448602257, 1.195645910928121, 1.0578802544132873, 0.9553082137292402, 0.8796683388674668, 0.8248558189936189, 0.7851146948201363, 0.7563818894113019, 0.7355279519608539, 0.7201367113856508, 0.7085481795377457, 0.6996040285036652, 0.6924906366909265, 0.6867162695045542, 0.6818452842948765, 0.6776406044697645]	1234	0.005	5000	10	0.0001	50	False
26	0.5149639298388597	0.001155206931362587	0.676315464040997	0.0014739300442786624	3472.0967134051025	[0.7015222053089796, 0.6775499550257843, 0.6582766699781226, 0.6424314393102776, 0.6291240460078015, 0.6177143891580623, 0.6077257853724873, 0.5988022046270947, 0.5906775977821249, 0.5831504061342148, 0.5760721729442523, 0.5693286943578809, 0.5628369986328261, 0.5565387946786956, 0.5503905873062116, 0.5443693756106976, 0.53846053081491, 0.5326458467702594, 0.5269211950421153, 0.5212903093041991]	[0.6982892872570278, 0.6973458141574771, 0.6966283511031758, 0.6960281283010692, 0.6954686730613797, 0.6949027262645445, 0.6943031582798991, 0.6936377174370773, 0.6928928773025255, 0.6920629079803164, 0.6911411722362181, 0.6901210042146536, 0.6890003831236513, 0.687791216137248, 0.6864898993974521, 0.6851095550265901, 0.6836623275057697, 0.6821500884069429, 0.6805847179500651, 0.6789817411999602]	1234	0.005	5000	25	0.0001	20	True
28	0.5096699742218851	0.0006219462964628226	0.6772653391411058	0.0009131159474037799	4371.338886126876	[0.6954750658332051, 0.6724836464736845, 0.6537959314448573, 0.6382751582246838, 0.6251196264178602, 0.6137368495300377, 0.6036881808113385, 0.5946422811328392, 0.586352014249855, 0.5786296396162405, 0.5713325971107939, 0.5643550618823036, 0.5576301976725772, 0.5511065947721193, 0.5447469171318975, 0.5385255011575761, 0.5324276142985949, 0.526446715778821, 0.5205835075766752, 0.5148360331332211]	[0.6993036531407006, 0.6986828546030422, 0.6981492736145566, 0.6976430771733865, 0.6971211400613498, 0.6965593599055747, 0.6959361140476181, 0.6952310870454761, 0.6944351238119322, 0.6935419472788675, 0.692545115308457, 0.6914414402959952, 0.6902353780534779, 0.6889324371535118, 0.6875402804270411, 0.6860654992389078, 0.6845206081742145, 0.6829212102530914, 0.6812759314308247, 0.679599253509839]	1234	0.005	5000	25	0.0001	50	True
32	0.39642537752949614	0.0007369421343482604	0.6798527364977582	0.0017042513595718243	2220.920326994732	[0.6983152641838802, 0.6742699601294555, 0.6531151502560346, 0.6340685740009054, 0.6165547553962205, 0.6001464112168982, 0.5845315477752185, 0.5694670438037052, 0.5547845474767796, 0.540374280012154, 0.5261679213224869, 0.5121295355121434, 0.4982493214986541, 0.4845345317970067, 0.47101237149019065, 0.45771770466700856, 0.44468558485031406, 0.4319562648915814, 0.4195537085108685, 0.40751837387177353]	[0.6989494875389591, 0.698494119893201, 0.6981533227280377, 0.6978576118419654, 0.6975607434528696, 0.6972155190203456, 0.6967960441131974, 0.6962772336809973, 0.6956420583334745, 0.6948717947077379, 0.6939562327046305, 0.6928929358296918, 0.6916875460954445, 0.690353030882173, 0.6888997904291018, 0.6873446826224395, 0.6857065698099347, 0.683997834873911, 0.6822353710686863, 0.6804428333223325]	1234	0.005	5000	25	5e-05	20	True
24	0.5257428277125384	0.00056263517298234	0.6831996081087586	0.0007010421800382531	3279.8332523610443	[0.7079469733513318, 0.6828965845502618, 0.6630448612160894, 0.6469467511196514, 0.6336025053630898, 0.6222973954462228, 0.6125196944618281, 0.6038834761941072, 0.5961003997004949, 0.58895321016684, 0.5822849050685243, 0.575971735367825, 0.5699294137753251, 0.5640878755868454, 0.558389608572413, 0.5528000993589004, 0.5473082393216782, 0.5418904621180121, 0.5365525144640799, 0.5312978641622828]	[0.710381442418213, 0.7077263021252321, 0.705659066179911, 0.7039678850271786, 0.7025297279957153, 0.7012707091595193, 0.7001241849529963, 0.6990441139357494, 0.6979904025410906, 0.6969352062556203, 0.6958664551318233, 0.6947678965298161, 0.6936268912909275, 0.6924376297897602, 0.6911926528156207, 0.6898947611336498, 0.6885460568324867, 0.6871457078929936, 0.6856973364125823, 0.6842081204359002]	1234	0.005	5000	25	0.0001	10	True
30	0.41194110437056664	0.002752445601685384	0.687849507907207	0.005273991300107806	3220.0051127094775	[0.7055583354476449, 0.6809452869050152, 0.6596201495690779, 0.6406937284451543, 0.6235150105226568, 0.6076138564895639, 0.5926435991496473, 0.5783308707264475, 0.564483456443865, 0.5509643459775092, 0.5376648614161359, 0.5245357009046006, 0.5115425368914237, 0.4986768983269766, 0.485943578617834, 0.47336236318890307, 0.460961974540721, 0.448778001239875, 0.4368453794755997, 0.42519358783039873]	[0.7064615847848184, 0.7051849381077064, 0.7042429593510493, 0.7035167636252083, 0.7029312085260403, 0.7024369728845937, 0.7019795510951776, 0.7015403542632016, 0.7010763001680985, 0.7005779826994069, 0.7000323770123502, 0.6994291187083146, 0.6987609518494298, 0.6980249151729931, 0.6972329259252292, 0.6963879765122329, 0.6954968089989555, 0.6945614978744034, 0.693591104865102, 0.6925935758163557]	1234	0.005	5000	25	5e-05	10	True
19	0.1593201969554702	0.0005086294969119897	0.741687778359706	0.006944556144991344	6884.472101019695	[1.403333652200121, 0.6587210759207919, 0.38637879684497983, 0.2785506725033402, 0.22823147207394345, 0.20058942140711772, 0.18366604194149272, 0.17275507597031292, 0.16557943147101326, 0.1608898578545986, 0.1579371284094307, 0.1562010676519715, 0.15531654516126447, 0.1550397435094649, 0.15519028573811472, 0.15564457327995823, 0.15630467877764523, 0.1570802910344584, 0.15792272734023752, 0.15879683824373292]	[1.3715532440687843, 1.2133178651179988, 1.1301079174804642, 1.073647036936545, 1.029082832330311, 0.9912556236400057, 0.9581712083706463, 0.9289214298507777, 0.9027967250522241, 0.8793194202254997, 0.858231032525612, 0.8393480778018421, 0.8224130578323465, 0.8072448266945009, 0.7937119652769676, 0.7816272143662796, 0.7707690700530784, 0.7609820463880289, 0.752099640040332, 0.7440334945104149]	1234	0.005	5000	10	5e-05	10	False
25	0.29225625422069124	0.001131277959582741	0.7513661958257072	0.010549861727927181	3240.569248691201	[1.4386213419216496, 1.0045367506591034, 0.7349644650234071, 0.5690878770186073, 0.46646622783289504, 0.4019949141768239, 0.3605868119511988, 0.33340307936454433, 0.3152767379132115, 0.3030958291672882, 0.29493889626818937, 0.28959611211067593, 0.2862790781865656, 0.28445072713067066, 0.2837248039073669, 0.28383496942081093, 0.2845855314189043, 0.2858399686106157, 0.2874550223090015, 0.28934866274622356]	[1.4441160372321382, 1.3204676684006913, 1.2281621534887186, 1.15662642566439, 1.0990248978429809, 1.0512114445989187, 1.0104504928051883, 0.9752703280153183, 0.9445344694401729, 0.9174201423734406, 0.8934603910897545, 0.8722489375588943, 0.8533972466039224, 0.8365741774151447, 0.8215924895957623, 0.808189703482074, 0.7961113921799396, 0.7853140409216789, 0.7755771000698247, 0.7667733397231454]	1234	0.005	5000	25	0.0001	10	False
21	0.13121693373993024	0.0001418184988703426	0.7632127565328399	0.0032999264996520093	4991.453849708661	[1.8545788697504058, 0.5127113136163428, 0.20355370999820918, 0.12994109660710146, 0.10603040462156975, 0.09619203723895853, 0.09214420049017225, 0.09112887467870237, 0.0919135723937903, 0.09383275354831307, 0.09646385740145683, 0.09953682708987603, 0.10289873548093502, 0.10646795530604382, 0.11013934115418245, 0.11383831174425324, 0.11752375827980197, 0.12114589428062288, 0.12466657170050904, 0.12807021537258453]	[1.912341133350537, 1.6945932874660115, 1.562974422093316, 1.4561249032998695, 1.3618930100283144, 1.277965917280226, 1.2035093803505796, 1.1379751948626724, 1.08056176945324, 1.0301592957167636, 0.9862310888467135, 0.9478507643535142, 0.9143127122403303, 0.8850099592358915, 0.8596006818723567, 0.8373831878731023, 0.8179100562225688, 0.8008470203909841, 0.7858257195749483, 0.7725536913582773]	1234	0.005	5000	10	5e-05	20	False
27	0.20452213029216323	0.00015919833289206167	0.7795219976516747	0.005469740691363622	3396.804495163262	[1.9083425789237856, 1.092341249789131, 0.6471426312123493, 0.4129977561576869, 0.2935687745085511, 0.2325245513643696, 0.20031745864256417, 0.18282508961899782, 0.1733999858612503, 0.1687326313610816, 0.16705779202438734, 0.16740797660237564, 0.169164977279559, 0.17193062890468638, 0.17544582612282816, 0.17952331634876612, 0.18401220435654367, 0.18881460305711467, 0.1938681173071022, 0.19909768192952884]	[1.8595726473066294, 1.6976152731283307, 1.571733092116598, 1.4685071385470991, 1.3804591778942854, 1.303253458718593, 1.234548797708037, 1.1732354356876258, 1.118357223462714, 1.0693088710294179, 1.025603939156122, 0.9866388093816508, 0.9519179005755164, 0.92095505414406, 0.8934829171289234, 0.8691628616599387, 0.8476158942229044, 0.8285401106631181, 0.8116588080699251, 0.7966651727642372]	1234	0.005	5000	25	0.0001	20	False
23	0.0917912384671992	8.863072579118678e-05	0.8006584388363083	0.001172272597472012	7118.698722852394	[3.3289738550243815, 0.5149253346546964, 0.16107096361747503, 0.08521773522103201, 0.043236547515517004, 0.03867171996757215, 0.03882888045882706, 0.040562428718558696, 0.04305784334157244, 0.046045002583978756, 0.049359625847988475, 0.052940706637772644, 0.05674725783107442, 0.06078023968442475, 0.06501377690887396, 0.06938538587454593, 0.07384137352950228, 0.07834159874624305, 0.08284897049823842, 0.08736717324955758]	[2.8852897770068786, 2.5644380080863907, 2.3336999219533694, 2.1313911814561366, 1.9513800594322497, 1.790762920407711, 1.6481100607721586, 1.5217157983368552, 1.4102570912615073, 1.3126589882398825, 1.2273464002901648, 1.1527120829406778, 1.0877750932225316, 1.0310741208683059, 0.9818243064311146, 0.9394408152580929, 0.9030343009114238, 0.871738318380817, 0.8447326206888567, 0.8214950669781815]	1234	0.005	5000	10	5e-05	50	False
29	0.12322996725014973	2.8959008265621415e-05	0.8843373754393391	0.01710030276554665	4391.778887184337	[3.359677479226828, 1.4634209226747423, 0.6140087201392456, 0.3105560763107313, 0.16090320683646694, 0.10050396437567848, 0.08456873019510286, 0.07636286405572941, 0.07327835058515549, 0.07352772135057406, 0.07549002674996574, 0.07841798370174352, 0.08200239308834041, 0.08610118038101353, 0.0905975681341021, 0.09542943889791872, 0.10056108491612481, 0.10593869544930391, 0.11153129045797255, 0.11731143917297913]	[2.8767840437578918, 2.6155056109181594, 2.4075249591666408, 2.2280888249335464, 2.066478575101458, 1.9199837390485412, 1.787310313138964, 1.6672809897991683, 1.5586233872804756, 1.4604687991259564, 1.3720736445858641, 1.292676415656602, 1.2214722675400531, 1.1578730471027456, 1.1009901913834441, 1.0503936674828906, 1.005473068653217, 0.9657032408964998, 0.9305289929689686, 0.8994622293205689]	1234	0.005	5000	25	0.0001	50	False
31	0.1642939199730229	0.0006524865997035815	0.938268750537353	0.004850717999637055	3268.3397586699575	[1.4502583368396982, 1.040156147036797, 0.7671483151032861, 0.5867352281764393, 0.4670430619708134, 0.3865609597371314, 0.33120890250885404, 0.2920699780958863, 0.2636035319053001, 0.24229075628091823, 0.22588907984586862, 0.21297407117704828, 0.2026079520344352, 0.19416726270304138, 0.18720614580580822, 0.18141651655480023, 0.17657981140404452, 0.17252199853920228, 0.1691087685125969, 0.16623730151447313]	[1.4443044633013742, 1.362569373689017, 1.3026025307487012, 1.2566516324478199, 1.2198334165624485, 1.1891060517951029, 1.1625620126585272, 1.139009456627295, 1.1176667063351304, 1.0980295742355768, 1.0797598416723553, 1.0625653082214332, 1.0463445483456961, 1.030965534088133, 1.01634078384085, 1.0024245494338677, 0.989104148237598, 0.9763894126420256, 0.9642836702095098, 0.9527377602825579]	1234	0.005	5000	25	5e-05	10	False
33	0.09276398364954314	0.0011524488845823173	1.0578008645442663	0.015818669514499267	2166.58715390414	[1.9617209526299597, 1.1583478470178967, 0.6886556556339335, 0.42557362503052715, 0.28352311429259075, 0.20683563314703976, 0.16410150483105568, 0.13904734101757932, 0.12345032504479399, 0.11318709850498021, 0.10613083042960904, 0.10115178975440157, 0.09759630275207103, 0.09507565660322705, 0.09333095279161567, 0.09218644672832335, 0.09150664265317277, 0.0912028110759169, 0.09121238695656046, 0.09147526789196035]	[1.8620720926003578, 1.756010746136134, 1.6768879424303005, 1.6140591010347114, 1.5605130354007641, 1.5126449391419514, 1.4685986169846186, 1.4274544938183054, 1.3884800184856763, 1.351488844220177, 1.3163220726109885, 1.2829174284056906, 1.251102346709836, 1.2207984582527533, 1.1919264673214136, 1.1644485599094339, 1.1383229553838432, 1.1135266357924276, 1.0899536624238209, 1.0676617900947314]	1234	0.005	5000	25	5e-05	20	False
35	0.043487608031279996	2.8611946906313563e-05	1.4149822203881102	0.00381891295073271	2471.0495331902057	[3.2934085198076732, 1.457755520787863, 0.6687065659238499, 0.37095818736444996, 0.2711162143452028, 0.2126936870561978, 0.176382808141749, 0.15681119410143102, 0.12076171653970451, 0.0954139359351812, 0.08096304229549664, 0.05795665858541387, 0.04491209731022621, 0.042321269174642635, 0.040746710368482035, 0.04009870918128978, 0.040151818508351776, 0.04067693332357805, 0.041473278328059957, 0.042417153206465025]	[2.9260115754662706, 2.759640692260944, 2.6365136993767972, 2.5332784876175265, 2.43848998505187, 2.3483922720150003, 2.2624408095470536, 2.1806196587906763, 2.1026624131797496, 2.0285318914647146, 1.9579114299549816, 1.890627068763403, 1.8264869402605048, 1.7654568875244543, 1.7072066693045815, 1.6515647128735091, 1.5985772556762758, 1.5482554966599047, 1.5004886118202228, 1.4551813725019898]	1234	0.005	5000	25	5e-05	50	False
