	mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_batch_size	param_lr	param_max_epochs	param_module__n_factors	param_module__scl_embeds	param_optimizer__weight_decay	params	split0_test_score	split1_test_score	mean_test_score	std_test_score	rank_test_score
0	2213.0098263025284	22.49312698841095	0.04114210605621338	1.633167266845703e-05	1	0.005	7500	10	False	0.001	{'batch_size': 1, 'lr': 0.005, 'max_epochs': 7500, 'module__n_factors': 10, 'module__scl_embeds': False, 'optimizer__weight_decay': 0.001}	-0.654991930455164	-0.6059820042661639	-0.6304869673606639	0.024504963094500065	1
1	2238.2895196676254	14.92035973072052	0.0409318208694458	0.0002535581588745117	1	0.005	7500	10	False	0.01	{'batch_size': 1, 'lr': 0.005, 'max_epochs': 7500, 'module__n_factors': 10, 'module__scl_embeds': False, 'optimizer__weight_decay': 0.01}	-0.6931471805599453	-0.6931471805599453	-0.6931471805599453	0.0	5
2	2170.0232107639313	19.629559755325317	0.043175578117370605	0.0024799108505249023	1	0.005	7500	10	True	0.001	{'batch_size': 1, 'lr': 0.005, 'max_epochs': 7500, 'module__n_factors': 10, 'module__scl_embeds': True, 'optimizer__weight_decay': 0.001}	-0.6901293778487364	-0.5803436189944223	-0.6352364984215794	0.05489287942715704	2
3	2221.6098222732544	20.90795350074768	0.04100441932678223	0.00045943260192871094	1	0.005	7500	10	True	0.01	{'batch_size': 1, 'lr': 0.005, 'max_epochs': 7500, 'module__n_factors': 10, 'module__scl_embeds': True, 'optimizer__weight_decay': 0.01}	-0.6931471805599453	-0.6931471805599453	-0.6931471805599453	0.0	5
4	232.79116141796112	1.5513654947280884	0.008801817893981934	6.687641143798828e-05	10	0.005	7500	10	False	0.001	{'batch_size': 10, 'lr': 0.005, 'max_epochs': 7500, 'module__n_factors': 10, 'module__scl_embeds': False, 'optimizer__weight_decay': 0.001}	-0.7371892885197477	-0.7558638338442221	-0.7465265611819849	0.009337272662237162	8
5	235.43941688537598	2.300704002380371	0.009389758110046387	0.0006111860275268555	10	0.005	7500	10	False	0.01	{'batch_size': 10, 'lr': 0.005, 'max_epochs': 7500, 'module__n_factors': 10, 'module__scl_embeds': False, 'optimizer__weight_decay': 0.01}	-0.6931471775496099	-0.6931471775496099	-0.6931471775496099	0.0	4
6	233.2550127506256	2.259654998779297	0.008810877799987793	5.805492401123047e-05	10	0.005	7500	10	True	0.001	{'batch_size': 10, 'lr': 0.005, 'max_epochs': 7500, 'module__n_factors': 10, 'module__scl_embeds': True, 'optimizer__weight_decay': 0.001}	-0.6666980034517211	-0.6507646930769749	-0.658731348264348	0.007966655187373106	3
7	229.84271132946014	0.32281196117401123	0.009176492691040039	0.00012254714965820312	10	0.005	7500	10	True	0.01	{'batch_size': 10, 'lr': 0.005, 'max_epochs': 7500, 'module__n_factors': 10, 'module__scl_embeds': True, 'optimizer__weight_decay': 0.01}	-0.6931471805599453	-0.6931471805599453	-0.6931471805599453	0.0	5
