hp_idx	mean_train_loss	std_train_loss	mean_val_loss	std_val_loss	mean_fit_time	train_loss_curve	val_loss_curve	seed	lr	max_epochs	batch_size	optimizer__weight_decay	module__scl_embeds	neg_multiple	user_embeds	item_embeds
1	0.1788125197107673	0.00030838105295897205	0.5179786407211615	0.007232044393032707	22781.609470685322	[0.6965721453386788, 0.5726362436457434, 0.5054737653014626, 0.4493111880415698, 0.3984906430789215, 0.35379836582459023, 0.31648625497541594, 0.28669630268546, 0.2635864460957094, 0.24588955902598875, 0.23235512279400064, 0.2219753866833831, 0.21395191073243092, 0.20767620005707554, 0.2026862064873157, 0.19868210190882693, 0.19544188250432712, 0.1927859570474751, 0.1905690722465828, 0.18871227373952193, 0.18713857794630295, 0.1857874761868876, 0.1846207007824395, 0.18360539179404084, 0.18270991436588657, 0.18191928254099424, 0.1812216924162444, 0.18059485118160676, 0.18002653277043823, 0.17951488738166615]	[0.6982373769258285, 0.6134747677853891, 0.5915249655140447, 0.5801043488684442, 0.5717256178076451, 0.5647167313609507, 0.5586854309442785, 0.5535331349689644, 0.5491292355712373, 0.5454464611773203, 0.5423014600324881, 0.5395760187761975, 0.5372498123873989, 0.5351907576636209, 0.5333502048274854, 0.531683648513122, 0.5301564325142157, 0.5287664014507424, 0.5274855860124726, 0.5263048834655877, 0.5252058532974728, 0.5242063556048837, 0.5232900741894345, 0.5224207441315992, 0.5215959076645907, 0.5208149726235575, 0.5200896962982166, 0.5193971869750664, 0.5187331162445195, 0.5180898584112837]	1234	0.005	7500	5	5e-05	True	1	esm_rank_50	
0	0.18194805884786783	0.000499601635003877	0.5348146157609771	0.002007117435075876	16649.39372226596	[0.7067438438990709, 0.577316928996888, 0.5078858891985678, 0.4519965742985192, 0.40305343705298996, 0.360716814740979, 0.3251759121170055, 0.29621804909056604, 0.27311711173558656, 0.2549374681288576, 0.24073023139625335, 0.22960705832715197, 0.220848951043835, 0.21390813804314798, 0.20835883617088458, 0.20386379027211868, 0.2001781010908104, 0.19714742060213328, 0.19460498194208115, 0.19245863803777166, 0.19063230437764153, 0.1890603428135585, 0.18769884180628685, 0.1865261063588095, 0.18550708381226896, 0.1846056239548201, 0.1838036775256781, 0.1830930128591964, 0.18246649319482217, 0.1819076584354056]	[0.6952776335752927, 0.6198778341595943, 0.5968837524940084, 0.5846192669253666, 0.5763463323506025, 0.5701131540630664, 0.5651370488055103, 0.5611815838911733, 0.5579412063466502, 0.5551657271473767, 0.5528045497001051, 0.5507933743350155, 0.5489742516741886, 0.5474197102150509, 0.5460439325421007, 0.5448536098237846, 0.5437794573266398, 0.5427883168669431, 0.5418351573960765, 0.5409605115964696, 0.5401429978257918, 0.5393898706831091, 0.5387079779683919, 0.5380992519480365, 0.5375197051236262, 0.5369377758067387, 0.5363692926516482, 0.535802725246632, 0.5352393139831044, 0.5347034343993747]	1234	0.005	7500	5	5e-05	True	1	esm_rank_10	
