612	1386
613	1398
615	1404
616	1406
618	1407
619	1408
621	1410
622	1414
625	1417
626	1420
627	1421
628	1422
629	1425
631	1433
632	1434
633	1437
634	1438
635	1450
636	1455
637	1458
638	1461
639	1462
640	1463
641	1464
642	1465
643	1467
644	1471
645	1478
646	1481
647	1485
648	1486
649	1488
650	1493
651	1494
652	1499
653	1502
654	1505
655	1508
656	1518
657	1521
658	1522
659	1523
660	1527
661	1535
662	1537
664	1542
665	1545
666	1546
669	1553
671	1555
674	1561
675	1566
676	1567
677	1569
678	1570
679	1572
680	1574
681	1584
682	1587
683	1588
685	1591
687	1592
688	1596
689	1600
690	1602
691	1605
692	1606
694	1607
695	1614
697	1620
699	1621
700	1622
701	1623
703	1624
705	1633
706	1634
707	1636
708	1638
709	1639
711	1640
713	1642
716	1643
717	1652
718	1655
719	1657
720	1660
721	1663
722	1673
723	1674
725	1675
726	1685
727	1687
728	1693
729	1696
730	1701
731	1703
732	1704
733	1714
734	1716
735	1721
736	1722
738	1724
739	1727
740	1731
742	1733
743	1734
744	1745
745	1748
746	1751
747	1753
748	1761
749	1766
750	1777
751	1779
752	1782
753	1794
754	1798
756	1804
757	1814
760	1815
761	1816
762	1822
766	1827
767	1828
768	1832
769	1835
770	1838
771	1844
772	1848
773	1850
774	1853
776	1859
777	1862
778	1864
779	1865
780	1869
781	1871
782	1872
784	1874
785	1875
787	1877
788	1880
789	1881
791	1882
792	1889
793	1894
794	1895
796	1897
797	1900
798	1902
799	1910
800	1913
801	1915
802	1917
803	1924
804	1929
805	1930
806	1933
807	1938
808	1940
813	1942
814	1945
820	1950
821	1951
822	1957
823	1962
824	1965
825	1966
826	1967
828	1970
830	1972
831	1974
832	1979
834	1981
835	1989
836	1990
837	1992
838	1994
839	1995
840	1998
841	2001
842	2002
843	2009
844	2011
845	2016
846	2019
847	2027
848	2031
849	2033
850	2037
851	2039
852	2040
853	2041
854	2048
855	2049
856	2051
857	2055
858	2056
859	2058
860	2061
862	2062
863	2063
865	2066
866	2068
867	2076
868	2081
869	2082
870	2083
871	2088
873	2094
874	2107
875	2108
876	2111
878	2112
879	2116
880	2129
881	2130
882	2131
883	2133
884	2136
885	2142
886	2144
887	2151
888	2152
889	2159
890	2163
891	2164
892	2165
893	2169
894	2172
895	2176
898	2177
900	2179
901	2180
902	2185
904	2189
905	2193
907	2198
909	2199
910	2200
912	2212
913	2217
914	2219
915	2233
916	2237
917	2240
918	2248
919	2249
920	2250
921	2251
923	2252
925	2256
926	2258
927	2260
928	2267
931	2273
932	2275
934	2281
936	2284
937	2285
938	2289
939	2290
940	2306
945	2309
946	2310
947	2315
950	2316
951	2321
954	2322
955	2328
956	2331
957	2335
958	2336
959	2337
960	2338
961	2339
963	2340
964	2342
965	2348
966	2354
967	2356
970	2357
972	2362
973	2363
974	2365
975	2374
978	2377
979	2378
980	2381
982	2387
983	2390
984	2398
985	2399
986	2404
988	2408
992	2410
993	2412
994	2413
995	2417
996	2423
997	2425
998	2428
999	2430
1000	2431
1002	2440
1004	2445
1005	2458
1006	2459
1007	2460
1009	2464
1010	2469
1011	2471
1012	2472
1013	2474
1015	2475
1016	2482
1017	2483
1018	2487
1019	2489
1020	2493
1021	2497
1022	2500
1023	2504
1024	2505
1027	2507
1031	2509
1032	2516
1033	2523
1034	2532
1035	2536
1037	2537
1038	2543
1039	2544
1041	2550
1043	2552
1044	2556
1045	2558
1046	2569
1047	2570
1049	2571
1050	2574
1051	2577
1052	2579
1053	2580
1054	2581
1056	2583
1057	2584
1058	2587
1059	2594
1060	2595
1061	2596
1062	2597
1063	2599
1064	2600
1065	2602
1066	2603
1068	2604
1069	2608
1073	2611
1074	2612
1075	2617
1076	2618
1077	2620
1082	2622
1083	2630
1084	2633
1086	2634
1087	2640
1088	2646
1090	2648
1091	2653
1092	2655
1094	2657
1095	2658
1096	2660
1097	2661
1098	2666
1099	2670
1102	2672
1103	2674
1104	2675
1105	2679
1106	2684
1107	2690
1109	2691
1110	2692
1111	2698
1112	2700
1113	2701
1114	2707
1115	2718
1116	2719
1117	2732
1118	2739
1119	2742
1121	2745
1122	2746
1123	2747
1124	2751
1125	2752
1126	2755
1127	2765
1129	2766
1130	2767
1131	2773
1134	2774
1135	2775
1136	2781
1138	2787
1139	2788
1141	2793
1142	2794
1143	2795
1145	2805
1146	2811
1147	2812
1148	2819
1149	2822
1151	2824
1153	2827
1154	2830
1156	2844
1157	2847
1158	2848
1159	2851
1160	2852
1161	2853
1162	2855
1163	2859
1164	2863
1167	2867
1168	2869
1169	2875
1171	2880
1173	2883
1174	2890
1175	2891
1177	2892
1179	2894
1180	2899
1181	2904
1185	2906
1187	2908
1189	2909
1190	2910
1191	2922
1192	2927
1193	2928
1194	2933
1196	2935
1198	2939
1200	2944
1203	2946
1204	2947
1206	2952
1207	2953
1208	2955
1209	2956
1210	2958
1214	2959
1215	2960
1216	2961
1218	2962
1219	2963
1220	2965
1222	2966
1223	2969
1225	2975
1227	2976
1228	2977
1229	2978
1230	2979
1232	2982
1234	2985
1235	2989
1236	2992
1237	2993
1239	2994
1240	3002
1242	3014
1244	3015
1245	3016
1246	3019
1248	3020
1249	3024
1250	3028
1251	3030
1252	3033
1254	3034
1255	3036
1256	3038
1258	3042
1259	3043
1260	3044
1262	3050
1263	3051
1264	3056
1265	3061
1268	3065
1269	3072
1270	3074
1271	3077
1272	3078
1273	3080
1275	3091
1276	3094
1277	3110
1278	3111
1281	3116
1282	3117
1284	3120
1286	3131
1287	3135
1288	3141
1289	3148
1290	3150
1293	3151
1296	3153
1300	3155
1301	3157
1302	3161
1303	3162
1304	3168
1305	3173
1306	3174
1307	3177
1308	3178
1309	3182
1310	3184
1312	3186
1313	3198
1315	3202
1317	3204
1318	3208
1319	3210
1321	3212
1322	3214
1323	3216
1324	3223
1326	3226
1327	3233
1328	3237
1329	3238
1330	3243
1331	3246
1332	3252
1334	3253
1337	3257
1338	3258
1339	3259
1340	3265
1342	3266
1343	3269
1345	3272
1346	3275
1347	3276
1348	3277
1349	3280
1350	3282
1351	3284
1352	3285
1353	3286
1354	3287
1355	3290
1356	3296
1358	3297
1359	3298
1360	3304
1361	3308
1362	3314
1363	3331
1365	3333
1366	3337
1367	3348
1369	3352
1370	3360
1373	3373
1376	3378
1378	3381
1379	3390
1381	3394
1382	3399
1383	3400
1384	3401
1387	3408
1388	3410
1389	3413
1390	3414
1391	3415
1392	3416
1393	3419
1394	3421
1395	3430
1396	3433
1397	3436
1399	3437
1400	3438
1401	3439
1402	3446
1403	3450
1405	3454
1409	3458
1411	3462
1412	3465
1413	3469
1415	3470
1416	3472
1418	3473
1419	3474
1423	3477
1424	3480
1426	3485
1427	3489
1428	3493
1429	3507
1430	3510
1431	3514
1432	3516
1435	3517
1436	3519
1439	3525
1440	3529
1441	3532
1442	3534
1443	3536
1444	3538
1445	3542
1446	3545
1447	3551
1448	3553
1449	3556
1451	3560
1452	3567
1453	3571
1454	3576
1456	3579
1457	3586
1459	3587
1460	3590
1466	3597
1468	3604
1469	3605
1470	3606
1472	3607
1473	3609
1474	3612
1475	3613
1476	3615
1477	3617
1479	3619
1480	3623
1482	3631
1483	3633
1484	3634
1487	3635
1489	3639
1490	3641
1491	3650
1492	3653
1495	3654
1496	3656
1497	3658
1498	3659
1500	3662
1501	3663
1503	3664
1504	3670
1506	3683
1507	3688
1509	3692
1510	3693
1511	3694
1512	3701
1513	3702
1514	3710
1515	3715
1516	3724
1517	3725
1519	3726
1520	3727
1524	3730
1525	3731
1526	3733
1528	3735
1529	3739
1530	3742
1531	3763
1532	3768
1533	3779
1534	3784
1536	3787
1538	3790
1539	3792
1540	3797
1541	3799
1543	3801
1544	3807
1547	3810
1548	3824
1549	3825
1550	3831
1551	3833
1552	3834
1554	3836
1556	3838
1557	3840
1558	3841
1559	3842
1560	3843
1562	3844
1563	3845
1564	3846
1565	3852
1568	3854
1571	3856
1573	3861
1575	3862
1576	3867
1577	3871
1578	3877
1579	3879
1580	3883
1581	3912
1582	3914
1583	3918
1585	3919
1586	3920
1589	3923
1590	3924
1593	3925
1594	3926
1595	3928
1597	3929
1598	3937
1599	3938
1601	3941
1603	3943
1604	3945
1608	3946
1609	3957
1610	3970
1611	3975
1612	3978
1613	3981
1615	3982
1616	3983
1617	3988
1618	3990
1619	3994
1625	3995
1626	3996
1627	3999
1628	4006
1629	4009
1630	4014
1631	4015
1632	4022
1635	4023
1637	4024
1641	4026
1644	4029
1645	4031
1646	4032
1647	4033
1648	4038
1649	4039
1650	4040
1651	4041
1653	4044
1654	4046
1656	4047
1658	4048
1659	4050
1661	4051
1662	4052
1664	4054
1665	4055
1666	4056
1667	4057
1668	4058
1669	4059
1670	4060
1671	4061
1672	4064
1676	4065
1677	4069
1678	4073
1679	4074
1680	4077
1681	4078
1682	4085
1683	4088
1684	4089
1686	4090
1688	4091
1689	4100
1690	4101
1691	4102
1692	4103
1694	4104
1695	4105
1697	4108
1698	4114
1699	4116
1700	4117
1702	4118
1705	4119
1706	4121
1707	4123
1708	4124
1709	4125
1710	4126
1711	4127
1712	4128
1713	4131
1715	4132
1717	4133
1718	4140
1719	4149
1720	4151
1723	4157
1725	4158
1726	4160
1728	4167
1729	4177
1730	4178
1732	4193
1735	4200
1736	4207
1737	4220
1738	4226
1739	4242
1740	4255
1741	4256
1742	4259
1743	4260
1744	4261
1746	4262
1747	4264
1749	4267
1750	4270
1752	4272
1754	4273
1755	4276
1756	4279
1757	4281
1758	4283
1759	4284
1760	4285
1762	4287
1763	4288
1764	4289
1765	4290
1767	4295
1768	4296
1769	4302
1770	4306
1771	4312
1772	4313
1773	4324
1774	4325
1775	4328
1776	4330
1778	4333
1780	4344
1781	4347
1783	4351
1784	4355
1785	4369
1786	4379
1787	4383
1788	4386
1789	4387
1790	4388
1791	4392
1792	4393
1793	4396
1795	4408
1796	4409
1797	4411
1799	4412
1800	4413
1801	4414
1802	4415
1803	4416
1805	4419
1806	4421
1807	4426
1808	4427
1809	4428
1810	4429
1811	4431
1812	4432
1813	4433
1817	4434
1818	4435
1819	4436
1820	4437
1821	4441
1823	4442
1824	4445
1825	4450
1826	4452
1829	4455
1830	4458
1831	4460
1833	4466
1834	4480
1836	4484
1837	4503
1839	4505
1840	4506
1841	4513
1842	4514
1843	4523
1845	4539
1846	4544
1847	4546
1849	4551
1851	4553
1852	4554
1854	4555
1855	4557
1856	4560
1857	4562
1858	4565
1860	4567
1861	4575
1863	4581
1866	4585
1867	4586
1868	4587
1870	4589
1873	4592
1876	4603
1878	4623
1879	4635
1883	4643
1884	4650
1885	4653
1886	4657
1887	4660
1888	4664
1890	4665
1891	4669
1892	4670
1893	4671
1896	4672
1898	4674
1899	4676
1901	4687
1903	4688
1904	4689
1905	4692
1906	4693
1907	4694
1908	4696
1909	4699
1911	4701
1912	4702
1914	4704
1916	4706
1918	4709
1919	4710
1920	4713
1921	4715
1922	4716
1923	4724
1925	4726
1926	4727
1927	4729
1928	4736
1931	4738
1932	4739
1934	4746
1935	4747
1936	4750
1937	4752
1939	4755
1941	4756
1943	4767
1944	4768
1946	4769
1947	4775
1948	4777
1949	4788
1952	4790
1953	4797
1954	4799
1955	4802
1956	4807
1958	4811
1959	4814
1960	4825
1961	4826
1963	4837
1964	4841
1968	4850
1969	4851
1971	4852
1973	4855
1975	4862
1976	4863
1977	4875
1978	4877
1980	4884
1982	4885
1983	4887
1984	4888
1985	4889
1986	4890
1987	4891
1988	4892
1991	4893
1993	4894
1996	4897
1997	4898
1999	4899
2000	4900
2003	4902
2004	4903
2005	4905
2006	4920
2007	4921
2008	4922
2010	4928
2012	4930
2013	4934
2014	4937
2015	4944
2017	4949
2018	4957
2020	4980
2021	4982
2022	4988
2023	4993
2024	4994
2025	4995
2026	4999
2028	5000
2029	5004
2030	5006
2032	5007
2034	5010
2035	5011
2036	5016
2038	5017
2042	5022
2043	5029
2044	5030
2045	5031
2046	5032
2047	5033
2050	5043
2052	5044
2053	5055
2054	5078
2057	5085
2059	5088
2060	5092
2064	5093
2065	5101
2067	5104
2069	5112
2070	5117
2071	5120
2072	5121
2073	5130
2074	5136
2075	5145
2077	5147
2078	5153
2079	5155
2080	5157
2084	5162
2085	5163
2086	5164
2087	5165
2089	5166
2090	5168
2091	5170
2092	5174
2093	5180
2095	5181
2096	5185
2097	5186
2098	5187
2099	5191
2100	5196
2101	5197
2102	5198
2103	5199
2104	5200
2105	5201
2106	5204
2109	5208
2110	5209
2113	5213
2114	5221
2115	5224
2117	5226
2118	5235
2119	5236
2120	5238
2121	5239
2122	5241
2123	5243
2124	5254
2125	5255
2126	5257
2127	5259
2128	5261
2132	5266
2134	5270
2135	5273
2137	5283
2138	5288
2139	5292
2140	5294
2141	5295
2143	5296
2145	5297
2146	5298
2147	5300
2148	5301
2149	5302
2150	5303
2153	5304
2154	5308
2155	5317
2156	5324
2157	5325
2158	5326
2160	5330
2161	5331
2162	5333
2166	5334
2167	5358
2168	5360
2170	5361
2171	5363
2173	5368
2174	5369
2175	5374
2178	5375
2181	5376
2182	5377
2183	5379
2184	5384
2186	5386
2187	5387
2188	5388
2190	5391
2191	5392
2192	5393
2194	5399
2195	5401
2196	5406
2197	5408
2201	5412
2202	5418
2203	5419
2204	5421
2205	5428
2206	5436
2207	5437
2208	5439
2209	5441
2210	5445
2211	5447
2213	5458
2214	5463
2215	5468
2216	5469
2218	5470
2220	5472
2221	5474
2222	5476
2223	5477
2224	5478
2225	5479
2226	5483
2227	5486
2228	5488
2229	5489
2230	5491
2231	5492
2232	5493
2234	5495
2235	5496
2236	5497
2238	5498
2239	5501
2241	5505
2242	5509
2243	5510
2244	5511
2245	5512
2246	5513
2247	5514
2253	5515
2254	5518
2255	5525
2257	5526
2259	5527
2261	5531
2262	5539
2263	5541
2264	5548
2265	5558
2266	5562
2268	5563
2269	5569
2270	5572
2271	5574
2272	5575
2274	5579
2276	5581
2277	5583
2278	5584
2279	5585
2280	5586
2282	5588
2283	5589
2286	5590
2287	5604
2288	5611
2291	5620
2292	5621
2293	5622
2294	5625
2295	5629
2296	5630
2297	5633
2298	5636
2299	5637
2300	5644
2301	5650
2302	5652
2303	5659
2304	5663
2305	5677
2307	5682
2308	5698
2311	5699
2312	5700
2313	5701
2314	5702
2317	5706
2318	5724
2319	5725
2320	5728
2323	5730
2324	5731
2325	5735
2326	5739
2327	5740
2329	5745
2330	5746
2332	5767
2333	5769
2334	5772
2341	5782
2343	5784
2344	5787
2345	5796
2346	5797
2347	5798
2349	5801
2350	5804
2351	5805
2352	5806
2353	5809
2355	5811
2358	5812
2359	5814
2360	5816
2361	5820
2364	5822
2366	5823
2367	5824
2368	5825
2369	5826
2370	5827
2371	5828
2372	5829
2373	5833
2375	5834
2376	5836
2379	5837
2380	5838
2382	5844
2383	5848
2384	5849
2385	5850
2386	5851
2388	5857
2389	5863
2391	5864
2392	5872
2393	5874
2394	5876
2395	5885
2396	5887
2397	5893
2400	5897
2401	5904
2402	5906
2403	5914
2405	5917
2406	5925
2407	5926
2409	5929
2411	5930
2414	5932
2415	5935
2416	5940
2418	5942
2419	5945
2420	5950
2421	5952
2422	5953
2424	5954
2426	5962
2427	5963
2429	5965
2432	5969
2433	5976
2434	5978
2435	5979
2436	5980
2437	5989
2438	5990
2439	5991
2441	5992
2442	6001
2443	6004
2444	6005
2446	6006
2447	6018
2448	6026
2449	6028
2450	6031
2451	6036
2452	6049
2453	6050
2454	6052
2455	6055
2456	6056
2457	6058
2461	6061
2462	6066
2463	6067
2465	6071
2466	6082
2467	6085
2468	6087
2470	6090
2473	6092
2476	6096
2477	6098
2478	6099
2479	6100
2480	6108
2481	6110
2484	6112
2485	6114
2486	6119
2488	6124
2490	6125
2491	6126
2492	6128
2494	6129
2495	6131
2496	6132
2498	6146
2499	6147
2501	6149
2502	6150
2503	6151
2506	6152
2508	6153
2510	6157
2511	6160
2512	6161
2513	6164
2514	6167
2515	6168
2517	6185
2518	6187
2519	6188
2520	6191
2521	6192
2522	6193
2524	6194
2525	6196
2526	6197
2527	6198
2528	6202
2529	6203
2530	6206
2531	6207
2533	6208
2534	6213
2535	6214
2538	6215
2539	6218
2540	6220
2541	6221
2542	6222
2545	6226
2546	6234
2547	6236
2548	6243
2549	6247
2551	6248
2553	6251
2554	6253
2555	6254
2557	6258
2559	6263
2560	6264
2561	6268
2562	6275
2563	6278
2564	6284
2565	6285
2566	6287
2567	6292
2568	6295
2572	6296
2573	6297
2575	6302
2576	6304
2578	6306
2582	6308
2585	6314
2586	6319
2588	6324
2589	6328
2590	6329
2591	6331
2592	6343
2593	6345
2598	6352
2601	6361
2605	6367
2606	6371
2607	6373
2609	6377
2610	6381
2613	6382
2614	6385
2615	6397
2616	6398
2619	6400
2621	6407
2623	6421
2624	6428
2625	6437
2626	6467
2627	6477
2628	6486
2629	6488
2631	6494
2632	6515
2635	6521
2636	6541
2637	6543
2638	6547
2639	6550
2641	6552
2642	6555
2643	6556
2644	6557
2645	6558
2647	6560
2649	6562
2650	6563
2651	6567
2652	6568
2654	6571
2656	6572
2659	6574
2662	6575
2663	6577
2664	6584
2665	6593
2667	6594
2668	6600
2669	6611
2671	6614
2673	6616
2676	6619
2677	6621
2678	6627
2680	6633
2681	6634
2682	6635
2683	6637
2685	6638
2686	6646
2687	6649
2688	6655
2689	6671
2693	6673
2694	6674
2695	6675
2696	6676
2697	6677
2699	6678
2702	6684
2703	6689
2704	6691
2705	6692
2706	6693
2708	6695
2709	6700
2710	6704
2711	6705
2712	6711
2713	6712
2714	6713
2715	6719
2716	6721
2717	6722
2720	6727
2721	6728
2722	6739
2723	6740
2724	6742
2725	6753
2726	6754
2727	6758
2728	6763
2729	6764
2730	6765
2731	6766
2733	6767
2734	6770
2735	6773
2736	6774
2737	6777
2738	6778
2740	6779
2741	6780
2743	6787
2744	6788
2748	6790
2749	6791
2750	6794
2753	6807
2754	6816
2756	6817
2757	6828
2758	6830
2759	6832
2760	6833
2761	6834
2762	6839
2763	6840
2764	6842
2768	6843
2769	6847
2770	6848
2771	6849
2772	6850
2776	6851
2777	6853
2778	6858
2779	6864
2780	6883
2782	6886
2783	6887
2784	6890
2785	6892
2786	6894
2789	6902
2790	6904
2791	6905
2792	6906
2796	6907
2797	6911
2798	6912
2799	6913
2800	6914
2801	6918
2802	6921
2803	6928
2804	6929
2806	6931
2807	6933
2808	6936
2809	6938
2810	6939
2813	6940
2814	6943
2815	6950
2816	6951
2817	6952
2818	6953
2820	6954
2821	6955
2823	6956
2825	6957
2826	6958
2828	6959
2829	6960
2831	6968
2832	6973
2833	6974
2834	6977
2835	6996
2836	7004
2837	7006
2838	7008
2839	7010
2840	7011
2841	7012
2842	7018
2843	7036
2845	7037
2846	7038
2849	7040
2850	7041
2854	7042
2856	7044
2857	7046
2858	7049
2860	7050
2861	7052
2862	7057
2864	7058
2865	7059
2866	7062
2868	7065
2870	7066
2871	7068
2872	7069
2873	7070
2874	7074
2876	7084
2877	7087
2878	7089
2879	7090
2881	7091
2882	7092
2884	7095
2885	7102
2886	7109
2887	7114
2888	7119
2889	7121
2893	7128
2895	7131
2896	7135
2897	7138
2898	7139
2900	7141
2901	7157
2902	7160
2903	7161
2905	7162
2907	7164
2911	7167
2912	7169
2913	7170
2914	7177
2915	7178
2916	7183
2917	7187
2918	7188
2919	7189
2920	7192
2921	7197
2923	7204
2924	7211
2925	7212
2926	7213
2929	7214
2930	7234
2931	7243
2932	7246
2934	7252
2936	7259
2937	7267
2938	7269
2940	7270
2941	7271
2942	7272
2943	7274
2945	7279
2948	7283
2949	7286
2950	7289
2951	7292
2954	7295
2957	7296
2964	7301
2967	7304
2968	7305
2970	7306
2971	7310
2972	7313
2973	7316
2974	7317
2980	7320
2981	7323
2983	7326
2984	7328
2986	7331
2987	7332
2988	7333
2990	7335
2991	7340
2995	7343
2996	7344
2997	7345
2998	7346
2999	7351
3000	7353
3001	7364
3003	7366
3004	7375
3005	7380
3006	7381
3007	7382
3008	7385
3009	7386
3010	7408
3011	7409
3012	7411
3013	7413
3017	7414
3018	7415
3021	7416
3022	7419
3023	7421
3025	7422
3026	7423
3027	7425
3029	7427
3031	7428
3032	7429
3035	7431
3037	7435
3039	7437
3040	7438
3041	7439
3045	7442
3046	7445
3047	7446
3048	7451
3049	7452
3052	7457
3053	7460
3054	7462
3055	7476
3057	7477
3058	7479
3059	7483
3060	7484
3062	7497
3063	7499
3064	7505
3066	7507
3067	7514
3068	7526
3069	7529
3070	7534
3071	7536
3073	7537
3075	7538
3076	7541
3079	7542
3081	7543
3082	7545
3083	7546
3084	7549
3085	7550
3086	7552
3087	7554
3088	7555
3089	7565
3090	7568
3092	7573
3093	7574
3095	7579
3096	7580
3097	7584
3098	7588
3099	7598
3100	7599
3101	7600
3102	7602
3103	7603
3104	7611
3105	7613
3106	7618
3107	7619
3108	7621
3109	7622
3112	7624
3113	7625
3114	7627
3115	7628
3118	7629
3119	7630
3121	7631
3122	7636
3123	7637
3124	7640
3125	7641
3126	7644
3127	7647
3128	7648
3129	7651
3130	7655
3132	7658
3133	7659
3134	7660
3136	7664
3137	7665
3138	7668
3139	7669
3140	7670
3142	7672
3143	7673
3144	7674
3145	7681
3146	7682
3147	7691
3149	7693
3152	7721
3154	7724
3156	7730
3158	7731
3159	7733
3160	7734
3163	7736
3164	7739
3165	7741
3166	7742
3167	7743
3169	7744
3170	7745
3171	7747
3172	7748
3175	7749
3176	7750
3179	7753
3180	7754
3181	7755
3183	7757
3185	7758
3187	7760
3188	7762
3189	7763
3190	7767
3191	7770
3192	7773
3193	7774
3194	7779
3195	7780
3196	7785
3197	7792
3199	7798
3200	7801
3201	7802
3203	7804
3205	7808
3206	7812
3207	7816
3209	7817
3211	7819
3213	7822
3215	7823
3217	7824
3218	7828
3219	7830
3220	7831
3221	7839
3222	7849
3224	7851
3225	7852
3227	7863
3228	7864
3229	7871
3230	7872
3231	7874
3232	7875
3234	7876
3235	7878
3236	7882
3239	7885
3240	7886
3241	7887
3242	7888
3244	7889
3245	7890
3247	7891
3248	7892
3249	7893
3250	7894
3251	7895
3254	7896
3255	7910
3256	7912
3260	7914
3261	7918
3262	7923
3263	7932
3264	7934
3267	7939
3268	7941
3270	7942
3271	7943
3273	7944
3274	7948
3278	7950
3279	7951
3281	7952
3283	7963
3288	7971
3289	7972
3291	7973
3292	7974
3293	7975
3294	7979
3295	7983
3299	7993
3300	7999
3301	8010
3302	8012
3303	8016
3305	8017
3306	8024
3307	8041
3309	8044
3310	8047
3311	8048
3312	8050
3313	8053
3315	8072
3316	8074
3317	8079
3318	8080
3319	8088
3320	8091
3321	8095
3322	8102
3323	8110
3324	8126
3325	8134
3326	8141
3327	8144
3328	8185
3329	8190
3330	8191
3332	8192
3334	8197
3335	8198
3336	8204
3338	8209
3339	8227
3340	8250
3341	8251
3342	8254
3343	8258
3344	8262
3345	8263
3346	8265
3347	8270
3349	8271
3350	8272
3351	8273
3353	8274
3354	8275
3355	8276
3356	8277
3357	8282
3358	8283
3359	8284
3361	8285
3362	8288
3363	8289
3364	8299
3365	8302
3366	8303
3367	8304
3368	8305
3369	8306
3370	8307
3371	8310
3372	8311
3374	8312
3375	8313
3376	8314
3377	8315
3379	8319
3380	8322
3382	8323
3383	8324
3384	8328
3385	8329
3386	8343
3387	8344
3388	8349
3389	8353
3391	8357
3392	8359
3393	8360
3395	8366
3396	8367
3397	8368
3398	8369
3402	8372
3403	8378
3404	8379
3405	8380
3406	8392
3407	8406
3409	8408
3411	8409
3412	8413
3417	8417
3418	8419
3420	8420
3422	8421
3423	8423
3424	8424
3425	8427
3426	8443
3427	8444
3428	8446
3429	8447
3431	8448
3432	8450
3434	8454
3435	8458
3440	8461
3441	8468
3442	8470
3443	8471
3444	8488
3445	8489
3447	8491
3448	8492
3449	8494
3451	8495
3452	8496
3453	8497
3455	8498
3456	8499
3457	8500
3459	8501
3460	8502
3461	8503
3463	8504
3464	8505
3466	8506
3467	8507
3468	8508
3471	8533
3475	8543
3476	8544
3478	8552
3479	8553
3481	8554
3482	8555
3483	8556
3484	8557
3486	8558
3487	8559
3488	8560
3490	8561
3491	8562
3492	8563
3494	8566
3495	8567
3496	8568
3497	8581
3498	8589
3499	8591
3500	8593
3501	8607
3502	8608
3503	8609
3504	8612
3505	8613
3506	8614
3508	8615
3509	8616
3511	8617
3512	8625
3513	8626
3515	8627
3518	8628
3520	8629
